script,label
"Krav Maga, bitch",3
 I bet your poetry professor didn't know this shit,3
WILL,2
Get offa me!,3
CHET,2
You threw the first punch!,3
25,0
WILL,2
I'm gonna break this hold and then kick your skinny ass!,3
CHET,2
Try it!,3
Will flexes and tries to break the choke hold,1
no luck,1
 He   wrenches his back away from Chet and screams -,1
WILL,2
What the fuck is that?,3
CHET,2
My knuckle in your spine!,3
 No holds barred you backstabbing fuck!,3
WILL,2
I'm gonna pass out,3
CHET,2
Good!,3
WILL,2
(face bright red),4
" I love her, Chet",3
I love Kate,3
Chet lets Will go,1
" He drops to the floor, panting",1
CHET,2
Let me tell you something,3
" And it's the truest thing you'll ever hear, from the person who knows you best in the world",3
you're not good enough for my sister,3
 And you never will be,3
" You're the lowest common denominator, Will",3
 You're the square root of fucking zero,3
Will gets to his feet,1
WILL,2
Fuck you,3
Chutter!,3
     GRABS DICK,4
 Square this!,1
CHET,2
Get out of my house,3
 You're a shitty friend,3
WILL,2
Right back at you,3
Will storms out,1
26,0
EXT,5
 CHET'S APARTMENT BUILDING - DAY,5
Will screeches away in his car,1
INT,5
 STUDIO APARTMENT - NIGHT,5
A day or so has passed,1
" Will sits on his couch, an unshaven   mess, watching Lethal Weapon 2",1
 Murtaugh and Riggs laugh   and joke around,1
 Best buds,1
Will looks like he might cry,1
" He goes for his beer, knocks   it over",1
 He stares at the growing puddle of beer,1
then   grabs the folder with his college applications and uses them   to sop it up,1
INT,5
 GIORGIO'S TRATTORIA - NIGHT,5
"Will sits at a table, looking out through the misty window",1
Christopher boxes a pizza and drops it in front of him,1
CHRISTOPHER,2
"Come on, wake up and get to work",3
Christopher hands him the order slip,1
 Will checks the address,1
WILL,2
Where the fuck is this?,3
CHRISTOPHER,2
How should I know?,3
 It's 30 minutes away or the pizza comes out of your paycheck,3
 Tick tock,3
EXT,5
 HIGHWAY - NIGHT,5
"Will's Mustang travels down a dark, empty stretch of highway",1
   The lone working taillight fades as the car disappears into   the distance,1
EXT,5
 SIDE OF THE HIGHWAY - NIGHT,5
The Mustang stops at the mouth of a driveway,1
 Overgrown   shrubbery blocks anything beyond it from view,1
" All that   Will can see is a red and white radio tower jutting into the   sky, beacon light flashing atop it",1
"Will checks the address, then drives through the open gate",1
EXT,5
 RADIO TOWER - NIGHT,5
The Mustang parks at the end of the driveway,1
 Will gets out,1
"There is a large storage shed and, across a clearing, a radio   tower built on top of a small office structure",1
27,0
The office door is ajar,1
 Florescent light glows from inside,1
WILL,2
Hello?,3
 DWAYNE (O.S.),2
(calling back from beyond door),4
"Hey, bud!",3
 Sorry for the hike!,3
 The county's got us doing repairs at the ass end of the night!,3
This puts Will at ease,1
 He heads toward the office,1
" As he   gets close, a figure appears in the doorway",1
 It is Dwayne,1
WEARING A SCARY FUCKING GORILLA MASK,1
WILL,2
What the -,3
Will hears something behind him and whirls around -,1
"To find Jay, also in a gorilla mask, charging at him",1
WILL,2
Holy fuck!,3
Will makes a run for it,1
 But the guys are on top of him in   no time,1
 He madly fights them off and dashes for his car,1
DWAYNE,2
Stop!,3
" We got a gun, you asshole!",3
Will breaks toward the cover of the shrubbery,1
DWAYNE,2
Fuck!,3
 Get him!,3
Jay is right on Will's tail,1
" Without breaking stride, Jay   picks up a large branch and wings it at him",1
Will is hit in the legs and stumbles over himself,1
 Jay leaps   on top of him and locks his skinny legs around Will's body,1
WILL,2
What the hell?,3
 (at a loss),4
 Rape!,3
Jay wrestles something from his pocket,1
 A chloroform soaked   rag,1
 He presses it hard against Will's mouth and nose,1
   Will soon goes limp,1
"Dwayne appears, looming above them",1
 He pulls his gorilla   mask back and smiles,1
28,0
DWAYNE,2
Step one,3
CUT,0
TO:,0
Blurry vision coming into focus,1
 Two gorillas,1
EXT,5
 RADIO TOWER - DAY,5
"Whereas the masks looked scary at night, they look ridiculous   now",1
" Will is propped up on the hood of his car, staring at   his captors",1
" His mouth is duct taped, hands bound behind his   back",1
" He wears his ""Giorgio's"" cap and a buttoned up olive   green Army jacket",1
DWAYNE,2
You thought we were gonna rape you,3
(CHUCKLES),4
Idiot,3
Will mumbles something through the duct tape,1
DWAYNE,2
Just shut up,3
 The tape is there for a reason,3
 'Cause this next part is gonna take a measure of calm,3
 Are you with me?,3
 Can you be calm?,3
Will nods,1
 Dwayne holds up his driver license,1
DWAYNE,2
"Will Dixon, of 112 North Whatever- The-Fuck Street, right now you are wearing an explosive vest",3
"Will looks down at the jacket he is wearing, tries to get   his hands loose so he can tear it open",1
DWAYNE,2
Calm the fuck down!,3
Will stiffens,1
" For emphasis, Dwayne reveals the gun tucked   down the front of his pants like a big metal cock",1
DWAYNE,2
Now stay still and my associate will show you,3
Jay carefully unbuttons the Army jacket,1
" Will is, in fact,   wearing an explosive vest",1
" It is a cobbled together but   intimidating looking contraption, crisscrossed by multicolored   wires",1
" There is a thick lock at the hinge, with a digital   display and a keypad",1
Will begins to hyperventilate,1
29,0
JAY,2
"Take it easy, man",3
 You're fine,3
 I built this thing,3
 It's pretty stable,3
DWAYNE,2
For a fucking bomb,3
 So don't trip over your shoelaces or anything,3
 That thing's full of C-4,3
 And the C is for chaos,3
JAY,2
"Actually, the C stands for ""composite",3
""" But, yeah, I'd try not to slam into stuff",3
DWAYNE,2
"Can I take that tape off now, pizza boy?",3
Will nods,1
 Dwayne rips the duct tape off his mouth,1
WILL,2
Help!,3
Dwayne chuckles,1
DWAYNE,2
You know where you are?,3
" You might as well be in space, motherfucker",3
 Nobody can hear you scream,3
WILL,2
Why are you doing this to me?,3
 I don't have any money,3
DWAYNE,2
Not yet,3
 But you're gonna go get us some,3
WILL,2
Okay,3
" Sure, man",3
 Whatever you say,3
 I'll go sell my car,3
 I'll get you like a thousand bucks,3
DWAYNE,2
I want 100 thousand,3
WILL,2
Where the fuck am I supposed to get that much money?,3
DWAYNE,2
The Donner-Wells National Bank on Charles Road,3
30,0
JAY,2
Across the street from the Olive Garden,3
DWAYNE,2
"Yeah, the one across the street from the Olive Garden",3
WILL,2
Do you guys have an account or something?,3
Dwayne shakes his head like Will is an idiot,1
DWAYNE,2
"No, I don't have an account!",3
 You're gonna rob it!,3
WILL,2
How the fuck am I supposed to rob a bank?,3
DWAYNE,2
Figure it out,3
 You got a bomb strapped to your chest,3
 That's a start,3
 It'll scare the fuck outta people,3
 Maybe use your brain and go get a gun,3
 Borrow one from a friend for all I care,3
 It ain't rocket science,3
WILL,2
Then do it yourself,3
DWAYNE,2
"I would, but I'm already wearing this gorilla mask and you're already wearing that bomb",3
(TO JAY),4
 Tell him about the vest,3
Jay turns to Will,1
JAY,2
You seem like a pretty trustworthy guy,3
" I mean, you got a job and all",3
" But just in case you were gonna try to take the vest off, we booby trapped it to shit",3
" There's also a remote detonator on the back, so we can trigger it by dialing a number",3
DWAYNE,2
And it's on speed dial,3
" So do what you gotta do, but we'll be watching",3
(MORE),4
31,0
DWAYNE (CONT'D),2
"You go anywhere near a police station, and Fourth of July comes early this year",3
Dwayne nods at the timer on the side of the vest,1
DWAYNE,2
It's 9:00 AM,3
 You got 8 hours,3
He hands Will a slip of paper,1
DWAYNE,2
"Once you have the money, call this number and you'll be given instructions on where to drop it",3
" You do good, we give you the six-digit combination that stops the timer and opens the lock",3
" Tomorrow morning, you can go back to delivering pizza, the mail, whatever the fuck you want",3
(BEAT),4
Now let me demonstrate what happens if you don't get us the money,3
"Dwayne looks over to where an oversized stuffed bear, rigged   with its own bomb vest, sits on a tree stump 20 yards away",1
   Dwayne mimes answering a phone -,1
DWAYNE,2
"Hey, Teddy Ruxpin",3
what's that?,3
 You don't have the money?,3
" It was too tough to rob the bank, so you just went back to your bear cave and cried like a bitch?",3
" Well, guess what my stuffed friend",3
time is up,3
Jay pushes a button on a detonator,1
 Teddy Ruxpin explodes,1
   All that remains is a cloud of stuffing,1
Will is frozen in fear,1
DWAYNE,2
I liked that bear,3
 I don't even know you,3
Dwayne throws Will his car keys,1
DWAYNE,2
Go on,3
 Get outta here,3
WILL,2
"Guys, can we please just talk about this?",3
32,0
DWAYNE,2
"Yeah, of course we can",3
Dwayne pulls out the gun and fires two shots at Will's feet,1
"   Jay jumps backward, as does Will, who hits the hood of his   car, slides across it and onto the ground by the driver side",1
DWAYNE,2
Be careful!,3
"Will awkwardly gets to his feet and arranges himself in the   car, adjusting to the weight of the bomb",1
 As he starts the   engine and backs away -,1
DWAYNE,2
That's right!,3
 Get the fuck out of here!,3
 You're wasting time!,3
"Once the car is gone, Jay yanks off his gorilla mask",1
 Dwayne   stays primate,1
JAY,2
"What the hell, Dwayne?",3
 You told me that was a replica gun,3
DWAYNE,2
It was,3
 Then I paid a Mexican 50 bucks to put a firing pin in it,3
 Now it goes boom,3
JAY,2
We didn't discuss a loaded gun!,3
 Especially not with the bomb around!,3
Dwayne gets right in Jay's face,1
 The plastic eyes of his   mask betray no emotion,1
DWAYNE,2
Don't you ever question me,3
 I'm fucking this bitch,3
 You're just holding the camera,3
JAY,2
(VOICE FALTERS),4
" Sure, Dwayne",3
whatever you say,3
DWAYNE,2
Good,3
 'Cause this ain't the Marines,3
 This is cash money,3
" You hesitate, you fuck up",3
and I will leave you behind,3
A tense beat,1
 Dwayne pulls his mask off,1
 He looks oddly calm,1
DWAYNE,2
Let's go get some breakfast,3
33,0
EXT,5
 HIGHWAY - DAY,5
Will's car flies down the road,1
" It screeches to a stop,   tires smoking",1
" Will jumps out, stumbles to the shoulder and   pukes",1
 He drops to his knees,1
WILL,2
"Oh, god!",3
 Holy shit!,3
 Fuck me!,3
 Someone please fucking help me!,3
Nothing but the wind,1
Will fights back tears,1
" He gets to his feet, wipes his mouth",1
"   He takes out his cell phone, scrolls through the contacts",1
   He pauses on Chet's name,1
presses send,1
The line goes to voicemail,1
" Will looks at the bomb's timer:   7 hours, 47 minutes and counting",1
 He hurries to his car,1
INT,5
" CLASSROOM, JUNIOR HIGH SCHOOL - DAY",5
A laser dot dances around the middle of a United States map,1
Chet is teaching a history lesson to a bunch of SEVENTH   GRADERS that look very mature and very bored,1
 As he indicates   with his laser pointer -,1
CHET,2
"This whole region here, about 830 thousand square miles, was part of the initial Louisiana Purchase",3
SEVENTH GRADER,3
(COUGHING),4
Nice laser,3
The class giggles,1
" Chet, embarrassed, puts away the pointer",1
There is a knock at the door,1
 Chet turns to see Will's face   in the door's window pane,1
 He looks back to his class,1
CHET,2
Take out your workbooks,3
 Chapter 3,3
Chet opens the door,1
CHET,2
What do you want?,3
WILL,2
We gotta talk,3
CHET,2
I'm working here,3
 Do not mess with me at work,3
34,0
WILL,2
"Chet, for the love of god, just talk to me in private for one minute",3
Chet sighs,1
INT,5
" HALLWAY, JUNIOR HIGH SCHOOL - DAY",5
Chet leads a jumpy Will into,1
INT,5
" EMPTY CLASSROOM, JUNIOR HIGH SCHOOL - DAY",5
Chet shuts the door behind them,1
 Will paces,1
CHET,2
"You wanna apologize, don't you?",3
 You look like shit,3
 You've probably been up for days thinking about what an asshole you were,3
" Well, it's gonna take a lot more than some pathetic groveling -",3
WILL,2
(SUDDENLY),4
Chet!,3
 Shut up!,3
 I don't wanna apologize to you!,3
CHET,2
Then what do you want?,3
 Because we don't have anything left to say to each other,3
Will swallows hard,1
WILL,2
Here goes,3
 And this is gonna sound crazy,3
 Because it is fucking crazy,3
" But last night two guys in masks jumped me and strapped a bomb to my chest, and now I have less than eight hours to rob a bank",3
"Chet just stares at Will, unimpressed",1
CHET,2
You're hysterical,3
 Got me,3
 Great joke,3
 I'm going back to work now,3
Will steps in Chet's way,1
" He unbuttons his jacket, revealing   the bomb",1
CHET,2
What the fuck?,3
 Is that real?,3
Will nods,1
35,0
"Chet jumps backward, stumbles over a desk and scurries on   his ass to the other end of the classroom",1
 He presses himself   flat against the wall,1
CHET,2
Stay away from me!,3
 What the fuck are you involved in?,3
 Terrorism?,3
WILL,2
"Chet, do you really think I'm a terrorist?",3
CHET,2
Yes!,3
 One of the dumb ones!,3
 The ones they convince to wear the bombs!,3
WILL,2
I am not fucking around here,3
 Two guys did this to me,3
 And if I don't rob that bank in time this thing is gonna blow,3
CHET,2
Seriously?,3
WILL,2
Seriously,3
CHET,2
And your first idea was to come to a school filled with young children?,3
WILL,2
I didn't -,3
CHET,2
Just back the fuck away from me with that thing,3
"Will backs all the way up, so that the guys are on opposite   ends of the classroom",1
WILL,2
"Listen, I think the vest is safe for now",3
 These guys don't want me to blow myself up on accident before I get their money,3
CHET,2
"Oh, so you figure the two psychopaths that rigged a bomb to your chest made sure it was safe?",3
 There's no margin for error in their fucking bomb vest design?,3
36,0
WILL,2
I don't know!,3
 All I do know is that this is real,3
 This is happening,3
" And I'm sure you hate me as much as I hate you right now, but I have nowhere else to go",3
CHET,2
For what?,3
WILL,2
"For help, Chet",3
 I need your help,3
 Please,3
 I can't do this alone,3
Chet looks Will over,1
 His desperation is palpable,1
" Chet   bites his lip, weighing the situation",1
CHET,2
Damn it!,3
 (takes a breath),4
" I'd like to tell you to get fucked, but you know what the problem is",1
I'm a better man than you,1
" And someday, I might actually forgive you",1
" So if I let you blow up, or whatever, that shit might come back and eat at my conscience, and totally affect my relationships with other people",1
 Like my wife and kids and shit,1
WILL,2
That's a,3
very rational way to look at the situation,3
(GENUINELY),4
"And you're right, about being a better guy than me",3
Chet takes a step toward Will,1
CHET,2
Are you sure that thing isn't gonna blow at any second?,3
Will just looks at Chet,1
unable to offer any assurance,1
   After a beat -,1
CHET,2
Could you just walk a few feet in front of me for a while?,3
WILL,2
I can do that,3
"Will opens the door, stops, looks back at Chet",1
37,0
WILL,2
Thank you,3
Will heads out,1
" Chet takes a breath, bracing himself",1
INT,5
" HALLWAY, JUNIOR HIGH SCHOOL - DAY",5
Will walks down the empty hallway,1
" He glances back over his   shoulder, where Chet walks several feet behind him",1
CHET,2
"Yes, I'm still here",3
 I really am this stupid,3
 Just pay attention to where you're going,3
WILL,2
I think I can handle it,3
CHET,2
These floors get waxed once a week,3
" On Tuesday, which today is",3
" You hit a slick patch, trip and fall, and I got a classroom full of kids wearing their skin inside out",3
WILL,2
"Chet, I'm fucking nervous enough as it is",3
 Please,3
 I don't need you back seat driving me right now,3
CHET,2
Obviously,3
"Will stops, turns back toward Chet",1
WILL,2
"Just for the record, this isn't a nuclear weapon strapped to my chest",3
 And there are metal lockers on either side of the hallway,3
" If I fall, and if this thing goes off, I'm probably not taking out the whole school",3
CHET,2
Do you really want to debate this?,3
"Will sighs, turns back around",1
" A second later, the school   bell rings and kids flood the hallway, changing classes",1
Will freezes,1
 Multiple kids shove past him,1
" Chet sweats   bullets, gives Will a look of death",1
"After a beat, the hallway empties again",1
38,0
CHET,2
You're an asshole,3
WILL,2
Whatever,3
 It's over,3
Will continues walking,1
 He tries to lighten the mood -,1
WILL,2
Who was the chick in the white jeans?,3
CHET,2
Kristi Evans,3
 Why?,3
WILL,2
You know why,3
CHET,2
"Oh, come on",3
 Just keep walking,3
The guys' voices fade as they continue down the hallway,1
WILL,2
Come on yourself,3
 You knew exactly who I was talking about,3
CHET,2
Fuck you,3
 She's in the eighth grade,3
WILL,2
I bet you love it when she calls you Mr. Chet,3
CHET,2
"She doesn't call me ""Mr. Chet""",3
She's not a foreigner,3
EXT,5
 JUNIOR HIGH SCHOOL - DAY,5
The guys get to Will's car,1
 Chet wraps up a call on his cell -,1
CHET,2
"thanks so much, Mrs. Davis",3
 I'll call you after I talk to the doctor,3
Chet hangs up,1
 He is standing by the passenger door,1
 He   looks over the roof of the car at Will,1
CHET,2
"So, this is it?",3
WILL,2
This is what?,3
39,0
CHET,2
"Once I step inside this car, I'm basically in a steel coffin with you and",3
that thing,3
" And if it goes off, all they're gonna find in there are two charred bodies and pieces of a bomb",3
 They'll assume we were driving to a government building to blow it up,3
 It'll be all over the news,3
" Next thing you now, some militia or Islam group is claiming us as members",3
 My family will be humiliated,3
WILL,2
"We'll also be dead, in that particular situation, so it won't really matter",3
CHET,2
Exactly!,3
Will sighs,1
WILL,2
I get it,3
" Take your time, man",3
Will gets in the car and shuts the door,1
" He looks out at   Chet, who stands uncertainly by the passenger side",1
CHET,2
"This is the world's biggest favor, you motherfucker",3
 You didn't even help me move last winter,3
Chet reluctantly hops in,1
INT,5
 MUSTANG - DAY,5
Will fires up the engine,1
CHET,2
"Given the situation, I think you should obey all traffic safety laws",3
WILL,2
Fine,3
Will pulls out of the school parking lot,1
WILL,2
"Okay, so where are we going?",3
CHET,2
I have no idea,3
 I just got in your car,3
 I thought you had a plan,3
40,0
WILL,2
"Well, I don't!",3
 I've been sorta preoccupied with this crushing fear of death!,3
CHET,2
No plan,3
 I can't say I'm surprised,3
WILL,2
Your plan is probably better,3
 Just condescend me until I explode,3
Will goes to turn on the radio,1
 Chet grabs his hand,1
CHET,2
Maybe we should turn on the radio,3
 See if the signal sets the bomb off,3
 That would be an interesting experiment,3
Will heaves a frustrated sigh,1
 Chet eases up,1
CHET,2
"Listen, let's just go back to my place",3
 Figure out our options,3
 Maybe you can get the vest off or something,3
 I just don't want to do anything stupid,3
WILL,2
Unless we have to,3
The car hits a rough pothole,1
 Chet's heart skips a beat -,1
CHET,2
Holy fucking shit!,3
"and he throws himself against the passenger side window,   as far from Will as the confines of the car Will allow",1
Will slams the brakes,1
WILL,2
Stop it!,3
 You're scaring the fuck out of me!,3
CHET,2
Okay,3
 Okay,3
 Fuck!,3
Chet makes the sign of the cross,1
CHET,2
I'm cool now,3
Will continues driving,1
 Chet discreetly unlocks the passenger   side door,1
41,0
WILL,2
Why did you do that?,3
CHET,2
Do what?,3
WILL,2
I saw you,3
CHET,2
It's in case I have to jump out,3
WILL,2
"If I survive the day, and you don't because you jumped out of a moving car and broke your neck, I'm gonna laugh my ass off",3
CHET,2
"And if abandoning ship saves my life, then that laugh will be mine",3
The guys continue driving in silence,1
"SUPER COUNTDOWN: 6 hours, 59 minutes",1
CUT,0
TO:,0
INT,5
" BATHROOM, CHET'S APARTMENT - DAY",5
The door is shut,1
 Will sits on the toilet lid,1
 He has the   jacket off and we get our first complete look at the vest,1
   The actual structure is composed of hollow metal tubes,1
" The   wiring that runs throughout the vest is messy and complicated,   purposely so, to scare anyone out of fucking with it",1
Will is in the process of trying to contort his arm so he   can slide the vest off,1
no luck,1
WILL,2
It's too tight!,3
He is calling off toward the,1
KITCHEN,5
"Where Chet is crouched in a corner, at the furthest point in   the furthest room from the bathroom",1
 He uses his laptop to   look for websites on disarming a bomb,1
CHET,2
What if we try to separate your shoulder?,3
42,0
 WILL (O.S.),2
Fuck you!,3
CHET,2
"Well, all these sites say different shit",3
 There's not a lot of consensus in the bomb disarming community,3
"Will emerges from the bathroom, sliding the jacket back on",1
WILL,2
This is pointless,3
Chet shuts his laptop,1
CHET,2
I agree,3
" We gotta call the cops, have them fly in the bomb squad or something",3
WILL,2
We can't,3
 These guys said they'd be following me,3
 And I don't have a clue what they look like,3
" For all I know, they're outside right now",3
" They see the cops show up, they blow the vest and cut their losses",3
"Will stares at Chet, hopelessly overwhelmed",1
WILL,2
"What do I do, man?",3
 What do I do now?,3
CHET,2
"I don't know, Will",3
I guess you gotta rob the bank,3
WILL,2
I haven't been inside a bank in three years!,3
 How the fuck am I supposed to rob one?,3
 They wouldn't even give me a savings account!,3
"Will drops onto the couch and puts his head in his hands,   fighting hysterics",1
 Chet offers a stock reassurance -,1
CHET,2
It's gonna be okay,3
WILL,2
"No, it's not!",3
 I'm gonna blow up!,3
 That's way worse than getting stabbed or shot,3
 At least some people survive that,3
 No one survives being blown up,3
(MORE),4
43,0
WILL (CONT'D),2
"No one is ever like, ""Yeah, I heard Steve got blown up, tough break, but how's he doing now?",3
 Is he still in the Rec basketball league?,3
""" No of course he isn't, 'cause there's nothing left of Steve except a stain on the wall and a pair of fucking high tops!",3
Chet looks on as his friend begins to sob,1
 It's a crushing   sight,1
 Chet strides across the apartment -,1
CHET,2
Pull yourself together!,3
"- and attempts to give him one of those ""get a grip"" slaps",1
   But Will flinches and Chet slaps him right on the ear,1
WILL,2
Ow!,3
 Fuck!,3
 I think you popped my eardrum,3
CHET,2
Sorry,3
 Shit,3
 I didn't mean to do that,3
 But just listen to me now,3
 You're not gonna die,3
 You wanna know why?,3
 Because you know exactly how to rob a bank,3
WILL,2
What are you talking about?,3
CHET,2
Point Break,3
WILL,2
The movie?,3
CHET,2
Yes,3
 That movie is like a how-to guide for bank robberies,3
 You just bust in,3
 Masks,3
 Guns,3
 Move fast,3
 Stick to the tellers and don't bother with the vault,3
WILL,2
Yeah,3
"I guess it's pretty simple, right?",3
 And it's just a local bank,3
 The Donner-Wells on Charles Road,3
CHET,2
Really?,3
 I applied for a job there like a year ago,3
44,0
WILL,2
You wanted to be a teller?,3
CHET,2
"Yeah, so what?",3
 It's a good job,3
 You get benefits,3
WILL,2
"Like what, a name tag?",3
CHET,2
What kind of benefits do you get?,3
 Free toppings?,3
WILL,2
That's really clever,3
 No one ever said that shit to me before,3
" Anyway, this is perfect",3
 You know the whole layout of the bank,3
CHET,2
Not exactly,3
 They didn't hand me the security schematics with the application,3
 But I sat in the waiting area for like 20 minutes,3
 I know what the place looks like,3
WILL,2
How many guards?,3
CHET,2
One,3
 I think,3
WILL,2
That's a start,3
CHET,2
It's a great start,3
 You can do it,3
Will pauses,1
WILL,2
"You're gonna do it with me, right?",3
CHET,2
"I was actually gonna stick to giving tips, ideas",3
motivational speeches,3
 More of a consultant or advisory role,3
WILL,2
"Jesus Christ, Chet",3
 Please,3
 I'm begging you here,3
 I need you on this,3
" If I do it alone, I'm dead",3
45,0
CHET,2
Are you gonna cry again?,3
WILL,2
That was a moment of weakness,3
(BEAT),4
Yes,3
 I'll fucking cry again if that's what it takes,3
CHET,2
I should make you blow me,3
WILL,2
Sure,3
 Whip that shit out,3
 I'm actually kinda curious,3
 I wanna see if Jenny Rifkin lied to you,3
 She obviously lied to me,3
Chet cracks a smile,1
WILL,2
All these guys want is 100 grand,3
 We can do this,3
CHET,2
We're gonna rob a bank for 100 grand?,3
 Just leave the rest of the money sitting there?,3
 Why?,3
WILL,2
I don't know,3
 I guess they're very modest criminals,3
 Who the fuck cares?,3
 Wait,3
"you said ""we"" right?",3
Chet heaves a sigh,1
CHET,2
I'm putting my life on the line for 100 grand,3
what does 100 grand even buy these days?,3
CUT,0
TO:,0
THE GRILLE OF A MURDERED OUT 1997 NISSAN SENTRA,1
As the car pulls into,1
EXT,5
" BACK PARKING LOT, DIVE STRIP CLUB - DAY",5
"Where Juicy waits by the service entrance, smoking a   cigarette",1
 She spots the car and runs over,1
 It parks and   the door opens,1
 A glassy-eyed African-American man 30s,1
   steps out,1
 His muscled body is covered in calligraphic prison   ink,1
 This is VAUGHN,1
46,0
Juicy throws her arms around him,1
JUICY,2
"I missed you so much, baby",3
VAUGHN,2
You don't got enough dicks to keep you warm in that place?,3
JUICY,2
You know it's not like that,3
" Those guys get Juicy, but you get Marisol",3
VAUGHN,2
"Well, Marisol",3
"what I want is to get my money, kill that old ass man, then get the fuck out of here",3
JUICY,2
Then that's how it's gonna go,3
 We're just waiting on a call,3
Vaughn stares at her,1
VAUGHN,2
This is my impatient face,3
JUICY,2
"Well, I think I can keep you entertained",3
Juicy gets in the open driver side door and makes a show of   crawling over into the passenger seat,1
INT,5
 WALMART - DAY,5
Fluorescent lights and pop music,1
 Will and Chet roam the   aisles with a full shopping basket,1
" They turn into the   ""Sports & Fitness"" section, where they find a variety of air   pistols",1
" They are incredibly realistic, though clear and   with orange nozzles",1
WILL,2
Should we go with the handguns,3
or the Uzis?,3
CHET,2
Handguns,3
WILL,2
That's such a Murtaugh choice,3
CUT,0
TO:,0
47,0
"A check out conveyor belt, as the guys' purchases drift past:   air pistols, spray paint, ski masks, leather gloves, several   5-Hour Energy drinks",1
The tough REGISTER WOMAN looks at the guys with abject disgust,1
REGISTER WOMAN,1
You sure you don't want to grab some condoms?,3
WILL,2
"Uh, no",3
 Why?,3
REGISTER WOMAN,2
"Because this is usually what men buy before they rape someone, and I want to make sure you all use protection",3
WILL,2
"Lady, we're just",3
buying some stuff,3
REGISTER WOMAN,2
Is that cash or credit for your rape kit?,3
"Will looks in his empty wallet, takes out a credit card",1
   Chet grabs his hand,1
CHET,2
We'll pay cash,3
INT,5
 MINIVAN - DAY,5
The van is parked,1
 Dwayne sits behind the wheel,1
" Metallica's   ""Ride the Lightning"" begins to play loudly",1
DWAYNE,2
You really fucked up this mix tape,3
"Dwayne ejects the tape, tosses it at Jay in the passenger seat",1
DWAYNE,2
We're not speed freaks knocking off a 7-Eleven,3
 We're masterminding a heist here,3
JAY,2
"Sorry, Dwayne",3
 That song just means a lot to me,3
Dwayne shakes his head,1
" He turns and looks out the windshield:   they're parked in the Walmart lot, watching the store entrance",1
DWAYNE,2
I wish he would hurry his shit up,3
48,0
JAY,2
You worried about that other guy he's with?,3
DWAYNE,2
"No, man",3
 He picked him up at a school,3
" So long as there ain't any cops, he can take the whole town with him",3
 I just want my money,3
Dwayne surveys the area,1
 Something catches his attention:   the bland strip mall across the street,1
" There's a Blockbuster,   Subway, and an empty space in between",1
 Dwayne smiles,1
JAY,2
What?,3
" You want me to run over to Subway, get us a couple sandwiches?",3
DWAYNE,2
"If you had any vision, Jay, you'd know exactly what I'm thinking about right now",3
 And it's not a sandwich,3
(BEAT),4
Look how well trafficked that shopping mall is,3
 It's the perfect place for the tanning salon,3
"Jay checks it out, nods",1
JAY,2
"Oh, you're totally right",3
DWAYNE,2
"I've been thinking about it, and I want you to start off working the counter",3
" Sounds like a demotion, I know, but it's an important position",3
 Because we're gonna be using code words and shit,3
" For example, if a customer walks in and says he wants a tan, that just means he wants a tan",3
" But if he says he wants a ""deluxe tan,"" that means a blow job and you gotta get one of the girls in there to suck him off",3
 You with me?,3
JAY,2
So far,3
 But what if he wants a fuck?,3
DWAYNE,2
"There's gonna be codes for everything: missionary, anal, black chicks",3
 I got it all written down back home in my files,3
(MORE),4
49,0
DWAYNE (CONT'D),2
"I'm not gonna bother getting into it with you right now, because you're supposed to be on lookout and you're no good at multitasking",3
JAY,2
Okay,3
 'Cause they're about to get away,3
Dwayne spots the Mustang pulling away,1
DWAYNE,2
Fuck,3
He throws the van into gear,1
INT,5
 MUSTANG - DAY - MOVING,5
Will navigates the streets,1
" Chet is in the back seat, where   he has newspaper spread out and is spray painting the air   pistols, and much of the car, black",1
WILL,2
"Be careful, you're getting paint everywhere",3
CHET,2
Are you really worried about your upholstery right now?,3
WILL,2
"Yes, because if I survive this shit I'm quitting my job",3
" That means I'll probably have to give up my place and I'll be sleeping in the back of my car, which you're covering in toxic paint",3
"Chet touches up one of the guns, goes to flip it over",1
WILL,2
That side isn't dry yet,3
 You're about to ruin it,3
CHET,2
It says it's fast drying,3
WILL,2
Fast isn't the same as instant,3
 You gotta let it sit for like 20 minutes,3
CHET,2
How would you know?,3
 You do a lot of graffiti?,3
50,0
WILL,2
"No, but I spray painted my bike last year after I got my license suspended",3
 I didn't let it dry properly and I fucked it up,3
CHET,2
We don't have time to sit around and literally watch paint dry,3
 Aren't we going straight to the bank?,3
WILL,2
I was actually thinking we need to stop and steal a car first,3
"Chet drops the spray paint, whirls on Will",1
CHET,2
What?,3
 No way!,3
 We've got a car,3
WILL,2
"Yeah, my car",3
 I'm not gonna use it as a getaway vehicle,3
 They can trace the plates,3
" Even if we do get away, we'll be arrested",3
CHET,2
"Well, I can't hotwire a fucking automobile, and neither can you",3
WILL,2
That's why I was thinking we'd steal one from your parents' friends,3
 The Fishers,3
 Remember how they used to pay us to clean their garage?,3
 They leave the keys in there,3
 And they have a Datsun,3
 That's a fast car,3
CHET,2
I'm not stealing the Fishers' Datsun,3
 Let's steal a car from your parents' friends,3
Will seethes,1
 He whips the car over to the side of the road   and gets in Chet's face,1
WILL,2
What friends?,3
 My parents don't have any,3
