script,label
So you slept with your son's wife!  What's that all about?,3
FATHER (ON T,2
V,2
),2
I take full responsibility for sleepin' with my daughter in law,3
" I had low self esteem, I thought I had to compete with him",3
 Emil reaches for his dictionary,1
EMIL,2
 mutters,4
 Self-esteem? Self-esteem??,3
 He flips through his dictionary to find the meaning of self esteem,1
FATHER (ON T,2
V,2
),2
"Losin' my job and everything, caused my behavioral disorder",3
  turns to his son,4
" Forgive me, Kirk",3
 Let me hug you?,3
 The audience boos,1
  Roseanne mediates,1
 Oleg - fresh from the shower with wet hair - sits on the bed in his skivvies - staring into the videocamera's LCD screen - rewinding Milos' murder,1
  We see it now for the first time - as he rewinds it,1
  Oleg watches - a bottle of cheap vodka between his legs,1
"  Emil, looks up from his dictionary",1
  He's wearing Milos' Rolex,1
  Tamina's jewelry - her brushed gold necklace and pearl earrings - are in front of him with Daphne's wallet,1
  Emil looks up - Oleg is holding his videocamera,1
EMIL,2
 Czech,4
 Turn that fucking thing off!,3
OLEG,2
 Czech,4
 I'm not filming,3
 I'm watching Milos die,3
 It's just like a move but realer,3
 Emil grabs the videocamera,1
   Czech,4
  Don't break it!  Don't break it!,3
EMIL,2
Speak English!,3
OLEG,2
 English,4
 You said speak Czech!,3
EMIL,2
How you erase this?,3
OLEG,2
I'll do it,3
 Don't hurt my camera!,3
 Emil tosses the camera back to Oleg who drops his vodka bottle in order to catch the camera,1
"  Oleg, holding the camera like it's gold, goes to the dresser and puts it away",1
  Emil starts to go through Daphne's wallet,1
EMIL,2
"Stupid, Milos",3
 I didn't want to kill him,3
  noticing,4
 What's this?,3
 Emil found the last card in the wallet,1
  It's pink with a picture of a busty globe,1
  Printed in the middle is - WORLDLY ESCORTS - and a number,1
EMIL (CONT'D),2
Worldly escorts?,3
 Emil picks up his dictionary and begins to flip the pages - finding the meaning of worldly,1
  He gets up and dials the number,1
"  A soft, SEXY VOICE answers",1
  Soft music in the background,1
SEXY VOICE,2
Hi?,3
EMIL,2
Hello?,3
SEXY VOICE,2
Are you looking for companionship?,3
" Oleg, who's listening, moves to Emil",1
OLEG,2
Whore?,3
EMIL,2
I'm homesick,3
 You have Eastern European girl? A Czech girl?,3
SEXY VOICE,2
"Matter of fact, I have a lovely Czech girl",3
EMIL,2
I take her,3
 Send her!,3
 EXT,5
 FIRE STATION 91 - NIGHT,5
 Korfin's car pulls up to the station - as a fire engine is returning,1
JORDY,2
"Now that you know him, maybe you can get extra work in the next movie they make about him",3
KORFIN,2
Yeah?,3
JORDY,2
Maybe you can be his stand-in,3
 INT,5
 FIRE STATION 91 - NIGHT,5
 The men are pulling off their equipment - coming down from the high of fighting a fire,1
  Korfin and Jordy walk toward the TV room,1
  The TV is on in the background,1
  We can see Nicolette interviewing Eddie,1
  He holds up the paint can,1
CHIEF DUFFY (O,2
S,2
),2
What the hell is that?? You gave Eddie Flemming the evidence?!,3
 They turn,1
  DEPUTY CHIEF FIRE MARSHAL DECLAN DUFFY - the head of the arson squad - comes over,1
"  Duffy's tough, Irish and very political",1
DUFFY,2
 pointing to the TV,4
 Who did cause and origin?,3
JORDY,2
"Who do you think, Chief?!",3
DUFFY,2
Then why didn't you talk to the reporter?,3
JORDY,2
"'Cause we got more important things to do, like finding out who did it",3
 They walk to the back of the station and start up the stairs,1
DUFFY,2
Don't you guys understand? It's all about image,3
 The better we look the more money I get to pay you guys overtime,3
KORFIN,2
"Yeah, right",3
DUFFY,2
"What was that, Korfin?",3
KORFIN,2
"I said, yeah, you're right, Chief",3
 As soon as we get somethin' we'll let you alert the media,3
DUFFY,2
"You do that, wiseguy",3
 Now let's solve this thing before Eddie Flemming does,3
 They all head upstairs,1
 INT,5
 ARSON SQUAD ROOM - DAY,5
" The Chief, Jordy and Korfin enter",1
"  There are posters of pyros, arsonists and terrorists on the walls",1
  GARCIA - a Puerto Rican investigator - looks up from his desk,1
GARCIA,2
"Hey guys, I got your torch",3
 He just gave a full confession,3
" A scruffy, unshaven white man sitting across from Garcia, turns",1
"  He is MAX, a pyromaniac in his 40's with a freshly scratched cross etched in his forehead",1
  He craves attention,1
MAX,2
It's my fire! Screw homicide,3
 I'll tell you guys everything!,3
 Jordy moves to his desk with Korfin,1
  They sit across from each other,1
"  Duffy keeps going to his office, not even bothering to stop",1
JORDY,2
"What's that on your forehead, Max?  That's a nice attention getter",3
MAX,2
"Yeah, I'm religious",3
" I'm not an Atheist like you! Now, are you guys gonna arrest me, or not?",3
JORDY,2
How did you start the fire this time?,3
MAX,2
I used an accelerant,3
JORDY,2
Yeah? What kind?,3
MAX,2
 to Jordy,4
" Hey, by the way, I'm really sorry about your wife leavin' you",3
KORFIN,2
Max,3
MAX,2
 continuing,4
 ,0
"Yeah, and with your old man dying last year you - what's it? Just you and the dog now?",3
KORFIN,2
Max! ,3
MAX,2
Does it feel bad - I mean the new guy your ex-wife's seeing - I hear he's a big shot downtown,3
 Jordy pops out of his seat,1
JORDY,2
That's it! You're outta here,3
 Jordy pulls Max by the collar - pushes him down the aisle,1
MAX,2
That's it,3
 I'm suing,3
KORFIN,2
Get in line,3
 Korfin takes over - throwing him out,1
  Jordy turns to Garcia who is laughing,1
JORDY,2
What's so funny,3
 How does he know so much about me? Who tells him my life story?,3
GARCIA,2
He hangs around downstairs,3
 The guys talk to him,3
 He's a joke,3
JORDY,2
He's no joke! One day he's gonna graduate from trash can fires and do something big,3
GARCIA,2
Okay,3
 Okay,3
 We'll ban him from the station,3
 INT,5
 KING EDWARD HOTEL ROOM - TV SET - NIGHT,5
" As the ""Top Story"" logo is splashed across the screen, accompanied by a catchy TV THEME, Robert Hawkins introduces America's highest rated 'news magazine' show",1
ROBERT HAWKINS,2
"Good evening, I'm Robert Hawkins and this is Top Story",3
 Tonight we bring you an exclusive interview with Stephen Geller - who horrified the nation two years ago when he went berserk and murdered three clerks in a Manhattan shoe store,3
" But now, Mr",3
" Geller's claim, spoken softly and articulately, is that he is the victim",3
 According to Mr,1
" Geller, the events of that fateful day were not his fault but were the fault of his psychiatrist",1
 Hard to believe,1
watch,1
EMIL (O,2
S,2
),2
Louder,3
" VIDEOCAMERA SLOWLY ZOOMS OUT and PANS over to Emil, sitting on the hotel bed watching the TV",1
  He looks at us,1
EMIL (CONT'D),2
Louder,3
 Oleg's hand reaches in front of the lens - turning up the volume,1
  The scene cuts back to Stephen Geller being interviewed by Robert Hawkins and his camera crew,1
  He's sitting on the front lawn of a mental institution in a paint stained shirt,1
  A showing of his artwork is displayed in the background,1
  Patients peruse the paintings of weird dysfunctional faces that avoid eye contact,1
  One of the paintings depicts Eddie Flemming and Leon Jackson,1
STEPHEN GELLER,2
"This had nothing to do with shoes that didn't fit or my relationship with my father who, as you know, made a fortune selling penny loafers in the fifties",3
  These people died because of the criminal actions of my doctor,3
ROBERT HAWKINS,2
Your doctor?,3
STEPHEN GELLER,2
Yes,3
 My psychiatrist didn't insist that I stay on my medication,3
ROBERT HAWKINS,2
so you feel absolutely no responsibility for killing these people?,3
STEPHEN GELLER,2
"It was my finger that pulled the trigger, but I'm not morally responsible",3
 My psychiatrist knew what I was capable of,3
 How could I know,3
  I'm not a doctor,3
ROBERT HAWKINS,2
You seem very savvy for a man who's been found mentally incompetent to stand trial,3
STEPHEN GELLER,2
"Look, I'm a victim here, too",3
" I was a year away from getting my masters in Art, now I'll never graduate",3
 My life has been permanently disrupted,3
ROBERT HAWKINS,2
"Permanently disrupted? Aren't you selling paintings now for quite a lot of money? Hasn't this 'incident' as you call it, jump started your career as an artist?",3
STEPHEN GELLER,2
"Look, I'm in here",3
 You call this a career move?,3
ROBERT HAWKINS,2
And isn't there a movie in the works about you?,3
STEPHEN GELLER,2
"We're in negotiations, that's correct",3
ROBERT HAWKINS,2
But doesn't the Son of Sam Law prevent criminals from profiting from their crimes?,3
STEPHEN GELLER,2
That doesn't apply to me because I'm not a criminal,3
 I'm not a criminal! I wasn't convicted,3
 Emil leans forward - listening,1
  Fascinated,1
EMIL,2
I love America,3
 No one is responsible for what they do,3
 There's a KNOCK on the door,1
  Our VIDEOCAMERA POV swings over to it,1
  Then WHIPS back to Emil,1
  Emil looks at us,1
EMIL (CONT'D),2
Get in the bathroom!,3
OLEG (O,2
S,2
),2
"Whatever we do - we fuck her, right?",3
EMIL,2
"Oleg, get in bathroom, stay there and shut up!",3
 Emil turns off the TV,1
"  Our POV backs into the bathroom, closing the door but leaving it open a crack",1
  Emil looks down at his shoe,1
  The POV PANS down to the kitchen knife sticking out of Emil's BOOT,1
  Emil's hands pull his pants cuff over it,1
  POV PANS up to Emil as he moves to the door and opens it,1
  It's not Daphne and she's not world class,1
HONEY,2
"Hi, I'm Honey",3
EMIL,2
Where's Czech girl?,3
HONEY,2
"Baby, I'm anybody you want me to be",3
"  I'm a little schoolgirl, I'm mommy, I'm a Czech girl",3
 She enters,1
  Closes the door behind her,1
HONEY (CONT'D),2
Now I like to get business out of the way before we get down to pleasure,3
 Why don'tchya put my money on the dresser,3
EMIL,2
I ordered a Czech girl,3
" Daphne, you know her?",3
 Oleg ZOOMS in for a CLOSE UP of Honey,1
  During the rest of the scene Oleg films her,1
  Honey begins to undress,1
HONEY,2
It's an outcall service run out of an apartment,3
 I don't meet the other girls,3
 Aren't you gonna get undressed?,3
EMIL,2
Where is escort service?,3
HONEY,2
That's confidential,3
 Could you put the money on the dresser?,3
EMIL,2
I like to talk to the person who runs the service,3
 Can you give me address?,3
HONEY,2
Look,3
 Do we have a problem here?  There's no reason to have a problem,3
  I'm gonna make you feel real good,3
" You wanna Czech girl?  After I'm done with you, you won't miss her",3
 Now why don't you pay me?,3
 She starts to unfasten Emil's belt,1
EMIL,2
 stopping her,4
 Listen to me,3
 I don't want sex,3
 Just give me the address and then you go,3
HONEY,2
 suddenly hard as nails,4
" Look, man, I don't give a shit if you want sex or not, but you're payin' for my time",3
" Emil pulls the knife out of his boot and SHOVES her against the door, PUSHING the blade against her throat - suddenly furious like he was before killing Milos and Tamina",1
EMIL,2
Give me the address!!,3
HONEY,2
"Alright, alright - don't hurt me!  Please, it's in my book, in my purse!",3
" Emil backs off as she reaches for her purse, and comes out with a can of mace, SPRAYING Emil's face!",1
 Emil stumbles backwards - Oleg holding him in the frame,1
"  He WHIP PANS back to Honey as she grabs her clothes, unlocking the door but Emil's HAND SLAMS it shut!  Emil turns blindly, rubbing his burning eyes - guarding the door",1
  Honey darts toward the bathroom - she pushes open the door and runs into Oleg who is VIDEOTAPING HER,1
"  Horrified, she turns around as Emil SMASHES her in the face so hard she topples backwards, tripping into the bathtub, pulling the shower curtain down on her!  Like a panther out for the kill, Emil POUNCES",1
"  Oleg films as Emil lifts his hand, gripping",1
 THE KITCHEN KNIFE,1
Oleg films the scene as the knife plunges DOWN INTO:,1
 INT,5
 FIRE STATION 91 - ARSON SQUAD ROOM - NIGHT,5
" DAPHNE, a sketch of her face",1
JORDY (O,2
S,2
),2
Her lips are fuller than that,3
 You can see 'em a mile away,3
 WIDER,1
 Food containers are scattered all over the place,1
  The female COMPOSITE ARTIST looks at Jordy,1
  Stacks of failed sketches sit beside her,1
COMPOSITE ARTIST,2
What about her cheek bones?,3
JORDY,2
Her cheek bones are prominent and her eyes were huge,3
" Big, blue eyes and when I saw her, she looked scared",3
 Like she was looking to get away,3
 But she was absolutely beautiful,3
 The composite artist looks at Jordy,1
JORDY (CONT'D),2
I gotta good look at her,3
 Korfin has his chair turned around from his desk and is watching the sketch evolve as he speaks on the phone to the landlord of the 7th Street brownstone,1
  Garcia is also on the phone,1
  The other investigators are gone,1
  Working late into the night,1
  Everybody's exhausted,1
  It's almost dawn,1
KORFIN,2
-- From Czechoslovakia? And how long have they been livin' in your building?   writes 4 YEARS on his pad,3
" Alright, I'll be in touch when we know somethin'",3
  to Jordy,4
 Milos and Tamina Karlova,3
 They were quiet and kept to themselves,3
 Landlord don't know who your girl is,3
JORDY,2
How long they been livin' here?,3
KORFIN,2
"You hear that question, Garcia?",3
GARCIA,2
"Yeah, I got Immigration on the phone - they've been here illegally",3
KORFIN,2
"Well, they're definitely permanent residents now",3
GARCIA,2
I got the owner of the plumbing company Milos worked for,3
KORFIN,2
Why don't we get some sleep and we'll go see him in the morning,3
JORDY,2
You go home,3
 I'm takin' your car and goin' back to the crime scene,3
KORFIN,2
Aren't you tired?,3
JORDY,2
If I go home I won't be able to fall asleep anyway,3
 Jordy takes the sketch of Daphne which isn't a bad likeness and heads for the door,1
  Korfin falls in behind him,1
  As they pass Garcia he hands Jordy the address,1
KORFIN,2
 of the picture,4
" She keepin' you up? Like to meet her, huh? She'd make you forget your ex wife",3
 Cure your insomnia,3
 INT,5
 MILOS' APARTMENT - DAWN,5
 CAMERA DESCENDS FROM THE SKY picking up Jordy as he enters what is left of Milos and Tamina's apartment,1
  The roof has been burned off,1
" He moves into the next room, trying to see through the darkness - looking through the muck and char",1
EDDIE,2
Okay to smoke?,3
" Jordy turns, surprised",1
  Eddie sits on a singed chair,1
"  He pours from a half-pint bottle of vodka into his 'won ton soup' container, smoking a cigar",1
  On the arm of the armchair is a brown legal folder and stacks of photographs of the crime scene and the burned bodies,1
JORDY,2
It's your crime scene now,3
 You can do what you want,3
EDDIE,2
Watch the news?,3
JORDY,2
"Nah, I musta missed it",3
EDDIE,2
"Well, just so you know",3
 I gave you guys the credit,3
JORDY,2
"Well, just so you know, I don't care about that stuff",3
EDDIE,2
"Nah, why should you?",3
JORDY,2
I don't even watch TV,3
EDDIE,2
Good,3
 Good,3
 Commendable,3
 Eddie knocks his 'won ton soup' back,1
JORDY,2
Did you get a report from the M,3
E,3
?,3
EDDIE,2
Sure,3
 But I would like to ask you something,3
 You got a problem with me?,3
JORDY,2
"If you found me steppin' on your crime scene - it might piss you off, too",3
  then,4
 What about the report?,3
EDDIE,2
"You were right, they were both dead before the fire",3
 The male was stabbed so hard the killer broke off the tip of the knife in his spine,3
 That's usually an indicator of something personal,3
 Jordy pulls out a sketch of Daphne,1
  Hands it to Eddie,1
JORDY,2
The Super said he'd seen her before but she didn't live here,3
EDDIE,2
Pretty,3
JORDY,2
 acts as if he didn't notice,4
 Hmmmm,3
EDDIE,2
Maybe you don't care about that either,3
  beat,4
 Prettiest suspect I've had in awhile,3
JORDY,2
Who says she's a suspect?,3
 Jordy tries to take the sketch back,1
  Eddie holds on,1
EDDIE,2
What would you call her?,3
JORDY,2
"Look, I'm not even sure she has anything to do with this",3
 I saw her outside after the fire - thought it was a lead,3
  Maybe she saw something,3
 Maybe she was visiting somebody here,3
 Who knows?,3
 Eddie walks up to the burnt mattress - where the bodies were,1
EDDIE,2
Obviously they weren't having sex,3
 As you pointed out,3
 So why go through all the trouble of putting 'em like that?,3
 Eddie passes a crime scene photo of the bodies to Jordy,1
JORDY,2
Maybe it's a ritual thing or someone trying to send a message,3
 Burial rites are taken very seriously in Eastern Europe,3
 It could be to humiliate them,3
"  Just burning them up, no proper funeral, it's like condemning them to hell",3
EDDIE,2
Eastern Europe,3
 Like what? Romania?  Hungary?,3
JORDY,2
Or Czechoslovakia,3
 The Slavs have been fighting the Germans and the Russians for a thousand years,3
 These are very intense people and they take things personally,3
 Eddie's cellular rings - he grabs it,1
EDDIE,2
Yeah? Where? You sure it was a knife?  Uh-huh,3
 Really? Okay,3
  to Jordy,4
 We've got another murder - in a hotel on Eighth Avenue,3
 A stabbing,3
 Clerk said the room was rented by a Russian,3
 Eddie's moving with Daphne's sketch,1
 ,0
JORDY,2
I'll come with you,3
EDDIE,2
There wasn't a fire,3
 There'll be nothing for you to do,3
JORDY,2
"I can watch you, Eddie",3
 Maybe I'll learn something,3
EDDIE,2
This isn't homicide school,3
JORDY,2
My parents are from Poland,3
 I can help with the Eastern European angle,3
EDDIE,2
You're Polish?,3
JORDY,2
My folks are,3
EDDIE,2
Stay here,3
   ,0
 EXT,5
 TIMES SQUARE - NEWS STAND - DAY,5
 Video POV of the news stand as a hand reaches into frame and picks up a copy of THE NEW YORK POST,1
  Eddie's photo is on the front page - holding the kitchen timer by the wires,1
"  Underneath his picture the caption reads, ""DOUBLE HOMICIDE",1
 FLEMMING'S ON IT,1
"""  The videocamera widens out revealing Emil standing in front of a Times Square news stand, reading the front page",1
  The videocamera turns around - until focusing on Oleg himself,1
OLEG,2
This is second day in America,3
 First day was very exciting,3
 Full of thrills and chills,3
" Over there, is co-star of my new movie, Emil!",3
 He turns the camera around - FILMING EMIL,1
EMIL,2
 to vendor,4
 Who is he?,3
VENDOR,2
New York's finest,3
 This is his case,3
 The VENDOR - picks up People,1
  Stephen Geller is on the cover,1
VENDOR (CONT'D),2
This all you want? ,3
EMIL,2
Do you know how much killer gets for movie rights?,3
VENDOR,2
 People,4
" In here, says he wants a million",3
EMIL,2
Million?! The killer gets one million dollars for a television interview?,3
VENDOR,2
"Hey, tabloids paid Ted Bundy - famous serial killer - half a million for his interview",3
 And how much you think Monica got for writing book about the President coming on to her? It pays to be a killer or a whore in this country,3
"  Look, you want magazine or not?",3
EMIL,2
Yes,3
 Both,3
OLEG,2
And these,3
" Oleg picks up FILM COMMENT, MOVIELINE and PREMIERE magazine",1
  Emil pays for everything,1
EMIL,2
 to Oleg,4
 Get a taxi,3
" Oleg tucks the magazines in his coat, picks up the suitcases and hails a taxi",1
  As Emil collects his change he sees an old BLIND WOMAN waiting at the crosswalk,1
  The light's blinking WALK,1
EMIL (CONT'D),2
Let me help,3
 Emil gently takes her arm and crosses her to the other side,1
BLIND WOMAN,2
"Thank you, son",3
 Emil watches her walk on,1
 INT,5
 KING EDWARD HOTEL ROOM - DAY,5
 The hotel room is a hive of activity,1
  GIL is dusting the dresser for prints,1
"  Another officer is stripping the bed and putting the bedding into a big, clear plastic bag",1
"  As Eddie enters the crime scene, a POLICE PHOTOGRAPHER is standing in the doorway taking pictures",1
EDDIE,2
Where is she?,3
LEON,2
Takin' a bath,3
EDDIE,2
Any I,3
D,3
?,3
LEON,2
Still unknown but we're running prints,3
  Kid over there caught the case,3
 Jordy enters,1
  Leon steps in his way,1
LEON (CONT'D),2
Sorry,3
PD only,3
EDDIE,2
It's okay,3
 Eddie walks over to a young detective,1
"  TOMMY CULLEN, only 26, is excited to meet Eddie",1
TOMMY,2
Tommy Cullen,3
 Heard a lot about you,3
  Nice to meet you,3
 Here's what we got,3
"  A girl in there, figure her to be a prostitute, looks like she was fighting for her life",3
 She's got defense wounds on her hands,3
 Right this way - in the bathroom,3
EDDIE,2
After you,3
 Eddie follows Tommy into the bathroom,1
  There's blood splattered all over the walls and the floor,1
  Honey's topless body lies in the tub tangled in the bloody shower curtain,1
"  MURPHY, an Irish medical examiner M",1
E,1
", is examining the body",1
TOMMY,2
Room was registered to a Francis Capra,3
JORDY,2
Capra? That's not Czech or Russian,3
  Who said he sounded Russian?,3
TOMMY,2
The clerk?,3
EDDIE,2
"Check the switchboard, see what phone calls were made from this room",3
TOMMY,2
I'll do it,3
 Tommy heads out,1
  Eddie takes out his cigar holder,1
  Slides out what's left of his cigar,1
  Re-lights it,1
  Looks down at Honey's body in the bathtub,1
  Gil's dusting the tub for prints,1
MURPHY,2
Clothes were off in the other room,3
 Tub is dry except for the blood,3
EDDIE,2
Any of you guys take a piss lately?,3
 Gil looks confused,1
  Eddie points to the toilet,1
  Seat is up,1
EDDIE (CONT'D),2
Do the seat for me,3
 Gil crosses to the toilet and starts to dust it,1
  Eddie stands in the bathroom - studying the scene,1
  Holding the unlit cigar,1
  Looking around at the blood splattered walls,1
EDDIE (CONT'D),2
Only one guys checked in?,3
LEON,2
Yeah,3
EDDIE,2
C'mere,3
 You wanna go to homicide school? Here - make yourself useful,3
 Eddie positions Jordy behind the tub next to the wall,1
EDDIE (CONT'D),2
Our killer,3
our killer's standing here slashing at her,3
 She's fightin' him,3
  The blood is splattering this way,3
 It's on this wall,3
  pointing to the right of  Jordy,4
 And there's some specks over here,3
  to the left of Jordy,4
 There's nothing here because someone was standing right here,3
 Someone big,3
 And he's got blood on him,3
 Lots of blood,3
  He wouldn't walk out of here like that,3
  turning to Murphy,4
" Murphy, what kind of knife you think we're talking about here?",3
 Murphy pulls out a clear plastic ruler and walks over to the blood-splattered wall,1
MURPHY,2
If you look here where he missed and hit the wall you see that the marks aren't deep but they're kinda wide,3
 not your everyday kitchen or pocket knife,3
EDDIE,2
What if the tip was broken off?,3
MURPHY,2
Could be,3
 Then we should find it here somewhere,3
EDDIE,2
I think we've already found it,3
" Eddie exchanges a look with Jordy as Tommy, the young detective, returns",1
TOMMY,2
There was only one call from this room last night,3
 I dialed it,3
 It's an escort service,3
LEON,2
Did you identify yourself?,3
TOMMY,2
"Hey, I'm new but I'm not stupid",3
EDDIE,2
Call communications and get an address on that number,3
 Tommy holds up a slip of paper with the outcall service address on it,1
EDDIE (CONT'D),2
Good work,3
 INT,5
 KING EDWARD HOTEL ROOM - STAIRS - DAY,5
 Jordy hurries out - catches up with Eddie,1
JORDY,2
You goin' to the escort service?,3
EDDIE,2
You got any better ideas?,3
JORDY,2
Mind if I ride along with you?,3
EDDIE,2
This has nothing to do with your fire,3
JORDY,2
But what if it does? You might need my help,3
" As Eddie exits the hotel, a MAN approaches",1
MAN,2
"Hey, Eddie, can I get your autograph for my son?",3
 EXT,5
 KING EDWARD HOTEL - DAY,5
 Jordy catches up,1
  Eddie finishes signing the autograph using the man's back,1
EDDIE,2
I'll let you know what happens,3
JORDY,2
This is ridiculous,3
 I'm not gonna be in your way - we can talk the case over,3
EDDIE,2
Tell you what - I'll flip you a coin,3
  If you win you can come with me,3
" If you don't win, you don't come",3
JORDY,2
I'll call it,3
 tails,3
 Eddie pulls out a coin and hands it to Jordy,1
EDDIE,2
Okay,3
 I'll call it,3
 Heads,3
 Jordy flips the coin and it's heads,1
EDDIE (CONT'D),2
Heads,3
" See, you lost twice",3
  beat,4
 Okay,3
 Get in,3
 Jordy goes for the passenger side of the car,1
"  Before Jordy can get in, Eddie starts to pull away",1
  Jordy stands on the sidewalk - dejected,1
  Eddie stops the car again and this time lets Jordy get in,1
    WHIP PAN TO:,0
 INT,5
 UPPER EASTSIDE HALLWAY - DAY,5
 Eddie and Jordy arrive in front of Rose's door,1
  Eddie knocks and flips a coin to Jordy,1
EDDIE,2
Oh here,3
 A souvenir,3
 Jordy takes the quarter,1
  Not understanding what Eddie means,1
  He looks at the quarter,1
JORDY,2
Two heads,3
EDDIE,2
Better than one,3
 Eddie suckered him with the coin toss,1
  Jordy reacts,1
  Eddie laughs - squirts Binaca in his mouth,1
  Knocks again,1
  We hear ROSE HELLER,1
ROSE (O,2
S,2
),2
Who's there?,3
EDDIE,2
Police,3
 We'd like to ask you a few questions,3
ROSE (O,2
S,2
),2
I have nothin' to say,3
 If you wanna contact my attorney,3
EDDIE,2
 commands,4
" Homicide, Miss Hearn",3
 It's Detective Eddie Flemming,3
 Open up,3
 Rose reacts,1
"  Immediately UNLOCKS, UNCHAINS and opens the door!  ",1
ROSE,2
You! I've seen you on TV!,3
 Eddie glances self-consciously at Jordy,1
ROSE (CONT'D),2
C'mon in,3
 C'mon in!,3
 INT,5
 ROSE'S APARTMENT - DAY,5
 They enter,1
ROSE,2
Just a minute,3
 Shit,3
 And I don't have a camera,3
 Hold on a second,3
 Rose moves back to the phone - finishes up her conversation in Afrikaner,1
  We hold on Eddie and Jordy at the door,1
  Eddie looks around - taking in the place,1
  FOUR GIRLS are on phones,1
  Two girls take orders for customers,1
  The other two work the phone sex lines,1
  Rose hangs up the phone - turns to Eddie and Jordy:,1
ROSE (CONT'D),2
What's wrong?,3
EDDIE,2
We don't have her I,3
D,3
" yet, but one of your girls was killed last night at the King Edward Hotel",3
ROSE,2
Oh my G-d,3
 Honey! Honey's dead?,3
JORDY,2
Do you remember the man who called?,3
" Though Rose answers Jordy, she directs her response to Eddie",1
ROSE,2
Yeah,3
" He wanted a girl from Czechoslovakia, but I sent him Honey 'cause once they get there, you know, it doesn't really matter - Honey was killed",3
? Poor girl,3
EDDIE,2
Do you have any Czech girls working for you?,3
ROSE,2
No,3
EDDIE,2
Did you tell him you did?,3
 A BUTCH GIRL enters,1
  Rose speaks to her in Afrikaner,1
ROSE,2
 Afrikaner,4
" Boy, she's so popular all the sudden",3
EDDIE,2
What are you saying?,3
ROSE,2
Daphne,3
" Another guy came in asking me about her, too",3
" Jordy pulls out the sketch, unfolds it",1
JORDY,2
This her?,3
ROSE,2
Yeah,3
 Sort of,3
" I tried to recruit her, gave her my card",3
 She said she'd think about it but I never heard from her,3
BUTCH GIRL,2
 Afrikaner,4
 Beautiful eyes,3
EDDIE,2
Who came by looking for her?,3
ROSE,2
He said he was her cousin,3
 I told him where she works,3
 They were just here,3
EDDIE,2
Describe him,3
ROSE,2
"Tall, short-haired, scary eyes",3
 Second guy with him was,3
"shorter, with a wrestler's build",3
 And he wouldn't turn his videocamera off me,3
EDDIE,2
He had a videocamera? Where is she?  Quickly!,3
ROSE,2
She washes hair up at Ludwig's - a salon on 63rd and Madison,3
 EXT,5
 EDDIE'S CAR - DAY,5
" As Eddie speeds through the street, SIREN BLARING",1
 INT,5
 EDDIE'S CAR - DAY,5
 Jordy holds on as Eddie darts in and out of cars with astonishing dexterity,1
  This man can drive,1
  Eddie picks up his phone - dials,1
  Jordy is on his cell phone as well,1
EDDIE,2
Leon - meet us at 63rd and Madison,3
  Hair salon,3
 Ludwig's,3
 ,0
JORDY,2
 overlapping,4
 I'm on my way with Eddie,3
 Ludwig's,3
  63rd and Madison,3
 The suspects might be there already,3
 Eddie looks over as Jordy disconnects,1
  Eddie picks up a beer he was holding between his legs - finishes it,1
EDDIE,2
You thirsty?,3
JORDY,2
I'm on duty,3
EDDIE,2
 drinking,4
 So am I,3
" Alright, I'll go inside and you cover the back",3
JORDY,2
Of course,3
EDDIE,2
Hey! I always wanted to be a cop when I was a kid,3
" I dreamed of running up to a door, kicking it in, pulling my gun and yelling 'Freeze!' at the bad guy!  What'd you dream about?",3
JORDY,2
"I wanted to run up to a building on fire, kick in the door, rush into the smoke and save a kid",3
EDDIE,2
"Then I guess we're doin' this the right way, aren't we? If we pull up to a burning building I'll gladly let you go first",3
 Jordy looks at Eddie - can't deny he's right,1
 INT,5
 LUDWIG'S SALON - DAY,5
" We're in a moving video POV of Ludwig's, the hair salon - it's big and spacious",1
  The lens finds THE RECEPTIONIST,1
OLEG (O,2
S,2
),2
Daphne Handlova?,3
RECEPTIONIST,2
Daphne? In the back,3
 Probably shampooing a customer's hair,3
 Oleg approaches Daphne who is mixing hair dye,1
"  LUDWIG, the owner, is with her",1
LUDWIG,2
Why are you messing with your hair color again? You're going to kill your hair,3
  You won't look good with black hair,3
DAPHNE,2
"I want to do it, alright?",3
LUDWIG,2
"Well, then do it after work",3
 A customer's waiting,3
" He leaves, a customer approaches",1
  She smiles at him - turns on the water in the sink then sees - Oleg filming her,1
  She backs up,1
suddenly moves to the emergency door!,1
 TO THE BACKYARD,1
 There's a garden out there,1
  Daphne runs toward the alley,1
  Oleg follows her - still videotaping,1
  As she rounds the corner she bumps into,1
"Emil!  He pulls out his kitchen knife, shoving her against the wall, pushing the blade with the broken tip against her throat",1
EMIL,2
I,3
I have a temper,3
" She looks at him, not understanding",1
  Oleg films the scene,1
EMIL (CONT'D),2
"When I lose it, I lose control",3
 I didn't intend to kill Milos but he stole from me,3
" Cheated me! When I went to prison, they beat me",3
 I still didn't tell he was my partner,3
 I loved Milos like a brother,3
 The tone in Emil's voice - there's an uncharacteristic softness to it,1
  He wants to reconcile his behavior to her,1
EMIL (CONT'D),2
 in English,4
 I'm not a killer,3
 The back door opens,1
  He shoves the knife in his pocket as Ludwig peers around the alleyway,1
"  What he sees is Emil leaning close to Daphne, kissing her",1
LUDWIG,2
"Daphne, will you be coming back to work?",3
DAPHNE,2
"In a minute, Ludwig",3
 Ludwig leaves,1
EMIL,2
Smart girl,3
