script,label
Bianca starts up the car again and drives smoothly away,1
SELENA,2
We'll bide our time and keep watch,3
Young girls just can't keep a secret,3
If one of them's up to something--we'll find out,3
BIANCA,2
"And then, like great cats---we pounce! And destroy!",3
The car swerves slightly,1
SELENA,2
"Bianca, try not to be so bloodthirsty when you're at the wheel",3
OK?,3
BIANCA,2
"Sorry, mistress",3
CUT TO:,0
EXT. DORM. DAY,5
"Linda is standing at the bathroom' window of her dorm room, looking outside with a melancholy expression",1
"She slides the curtain across the window, so no one can see in",1
INT. LINDA AND LUCY'S ROOM. DAY,5
"Lucy runs in, fresh from her softball game, and sits down on the bed as usual to dig the mud out of her cleats",1
Lucy's bed is still a riot of stuffed animals and frilly lace pillows,1
"Linda's bed' across the room is austere and almost monastic, with no family photos, posters, or toys",1
LUCY,2
"Hey, Linda, you in there?",3
LINDA (o s,2
),2
Uh-huh,3
Linda answers from inside the shut bathroom door,1
LUCY,2
How much longer you gonna be?,3
LINDA (o s,2
),2
Not long,3
I'm cutting my hair,3
Lucy crosses to the bathroom door,1
LUCY,2
You're a maniac! Let me do it for you,3
You'll look awful,3
INT. BATHROOM OFF DORM ROOM. DAY,5
Linda is in her Supergirl costume and her blonde hair,1
Her brunette wig is hanging on a hook beside the mirror,1
SUPERGIRL,2
"I can manage, thanks",3
Supergirl holds out a lock of her blonde hair,1
"She looks into the mirror and SHOOTS A BEAM OF ENERGY FROM HER EYE, which reflects off the mirror and strikes her hair, cutting off one inch of the blonde strand",1
INT. DORM,5
LUCY,2
I cut my own hair once,3
I looked so awful the only thing was to go totally punk!,3
Linda opens the door and steps out of the bathroom,1
She is wearing her brunette wig and her Linda clothing,1
Lucy is puzzled,1
LUCY,2
Your hair looks the same,3
LINDA,2
It was just a trim,3
The student hall monitor sticks her head in the door and yells excitedly,1
JODY,2
"Hey guys, Gloria just got a package from home",3
LUCY,2
What's in it?,3
JODY,2
A hair dryer that makes popcorn!,3
LUCY,2
Wow! Pig-out time,3
Come on Linda,3
Lucy hurries to the door,1
Linda holds back,1
LINDA,2
No thanks,3
You go on,3
LUCY,2
You sure?,3
"Linda nods bravely, and Lucy dashes off down the hall toward the lounge",1
Linda stands alone in the room,1
"A beam of light from the setting sun shines through the room, and casts a pool of light on the opposite wall",1
Linda looks at the beam of light with nostalgia,1
INT. DORM LOUNGE,5
Lucy and the other girls are stuffing themselves with popcorn turned out in bowlfulls by Gloria's new hair dryer,1
The package it came from lies torn open on the table beside the hair-dryer,1
Some of the girls start a playful popcorn-throwing fight in the b g,1
"One of the girls is strumming her guitar, and starts to sing ""There's No Place Like Home""",1
One by one the other girls join in,1
"It's a scene of high spirits and camaraderie, in contrast to Linda's loneliness",1
INT. LINDA'S DORM ROOM,5
"Linda, still staring at the sunbeam shining through her room, and at the tiny dust motes dancing in the beam",1
"From down the hall comes the sound of the girls singing, in improvised six-part harmony",1
GIRLS o s,2
),2
"""Be it ever so humble, There's no place like home",3
"""",3
A tear of self-pity and homesickness wells up in Linda's eyes and runs down her cheek,1
She steps into the beam of sunlight and it shines full on her face,1
She suddenly hears Alura's voice in her mind,1
ALURA (o s,2
),2
"Kara, my darling",3
LINDA,2
Mother! Is it you? Where are you???,3
ALURA (o s,2
),2
In Argo City,3
Have you found the Power Source?,3
LINDA,2
"Mother, this world is so big",3
I don't know where to begin to look,3
ALURA (o s,2
),2
"Kara, be careful",3
There is some terrible evil force coming near you,3
I can feel it,3
Keep to your disguise,3
Let no one know who you are,3
LINDA,2
But why? I have super powers,3
Nothing can hurt me,3
ALURA (o s,2
),2
There are more powers in the universe than we know,3
And more than we can imagine,3
"Be careful, Kara",3
And come home safely,3
"The sun sets and the beam of light disappears as if a switch had been snapped off, leaving Linda alone in the warm afterglow of twilight",1
The soft strains of girls harmonizing float down the hall,1
GIRLS (o s,2
),2
""" mid pleasures and palaces Where'ere I roam, Be it ever so humble, There's no place like home",3
"""",3
CUT TO:,0
EXT. SCHOOL GROUNDS. BENCH. DAY,5
Linda sits by herself reading on a stone bench,1
She is wearing the school uniform now,1
All around her girls are running out of the dorm with overnight cases and climbing into cars driven by middle-aged couples,1
There is a frantic bustle of activity,1
CUT TO:,0
INT. OFFICE IN THE MATH DEPARTMENT,5
Mr,1
"Danvers sits at his computer, which is spewing out page after page of a complicated printout",1
Finally the printer stops,1
He reads out the bottom line,1
MR . DANVERS,2
"Five billion, two hundred and seventy-one million, nine thousand, and ten",3
He sits back in his chair and puffs thoughtfully on his pipe,1
EXT. SCHOOL GROUNDS. BENCH. DAY. LATER,5
The campus is deserted,1
"Linda still pretends to read, but her sense of loneliness is palpable",1
Suddenly Mr,1
"Danvers is beside her, looking down",1
MR. DANVERS,2
"No plans for the weekend, Linda?",3
LINDA,2
"No, MR",3
Danvers,3
MR. DANVERS,2
Can't have you moping around the campus,3
Why don't you come home with us for dinner?,3
LINDA,2
I'd love to,3
DISSOLVE TO:,0
EXT. BACKYARD OF DANVERS'S HOUSE. DAY,5
Mr,1
& Mrs,1
Danvers and Linda sit outside under the trees at a table piled high with delicious home cooked food,1
",The dog begs for scraps",1
"As the scene progresses (MOS) the Danvers bring Linda out of her shyness until they all laugh together sharing food, jokes and happiness",1
A dreamlike moment of nostalgia from everyone's childhood,1
INT. SELENA'S HOUSE. LIVING ROOM. DAY,5
"Selena, at her most glamorous, in silk hostess pajamas and scads of pearls, stands looking out the French, doors of her mansion",1
"She is staring shamelessly at ETHAN, a handsome young landscape gardener",1
Bianca is standing beside Selena,1
BIANCA,2
Is he your entertainment for tonight?,3
SELENA,2
He will be,3
In about five minutes,3
BIANCA,2
Have fun,3
"Bianca exits, and Selena waves to Ethan from the French doors",1
EXT. SELENA'S HOUSE. GARDEN. DAY.,5
"Ethan is sketching the house, adding new trees and shrubs in his drawing",1
"He sees Selena waving, and walks over to her",1
INT. SELENA'S HOUSE. LIVING ROOM. DAY,5
SELENA,2
Finished your estimate?,3
ETHAN,2
"Well, there's several ways to go",3
SELENA,2
"Come in, have a drink, we'll talk",3
She ushers him inside and sits him down in front of the vast hearth,1
SELENA,2
You must be very popular in the neighborhood,3
I always see your truck parked around,3
ETHAN,2
I have a lot of repeat business,3
People seem to like my service,3
SELENA,2
I bet they do,3
ETHAN,2
What's that big black scar on the ground? Like a fire,3
SELENA,2
"Oh, you know how parties are",3
Always some damage,3
Ethan spreads his drawings out on his knees,1
ETHAN,2
Now we could put in rhododendrons or lilacs depending on how alkaline your soil is,3
"Selena gives a cursory glance at the sketch, and then turns to a silver tray beside her",1
She picks up a frosty pitcher and pours an iced fruit drink into two tall glasses,1
SELENA,2
I just love plants and growing things,3
It must be wonderful to have green thumbs,3
Cheers!,3
Ethan looks at the drink with misgiving,1
ETHAN,2
"Uh, no thanks, I don't drink during the day",3
Selena gestures outside,1
SELENA,2
"But look, it's almost sundown!",3
Ethan glances outside,1
Selena pours some poisonous looking red liquid into his glass from a tiny bottle hidden in her hand while his attention is distracted,1
ETHAN,2
"Really, I'm not thirsty",3
Now I could put in some honeysuckle there and there,3
Selena pouts exaggeratedly,1
SELENA,2
Just take a sip or,3
I'll be hurt,3
"It's an old family recipe, I'm famous for them",3
Ethan pauses,1
He doesn't want to offend his rich new customer over such a trifle,1
ETHAN,2
What is it?,3
SELENA,2
A passionfruit smoothee,3
ETHAN,2
"Well, just one",3
He takes his glass (with the extra ingredient) and clinks it against hers in a toast,1
SELENA,2
To us,3
And to the seeds we'll plant together,3
ETHAN,2
I'll drink to that,3
"He takes a careful sip of his drink, tastes, and smiles",1
ETHAN,2
Hmmm,3
Delicious!,3
He tosses off the rest of it in one gulp,1
Selena watches him triumphantly,1
ETHAN,2
"Now, about my fee",3
He suddenly clutches his throat with a gasp and collapses unconscious on the couch,1
She leans over him and strokes his cheek delicately with her long red-nailed fingers,1
SELENA,2
Sleep well,3
"And when you wake, drown in my eyes and be all mine",3
The DOORBELL RINGS,1
Selena looks up with annoyance,1
SELENA,2
If that's the Jehovah's Witnesses again,3
"She angrily walks toward the hall, casting a fond look back at Ethan",1
SELENA,2
"Don't go away, gorgeous",3
I'll be right back,3
EXT. FRONT DOOR OF MANSION,5
Nigel in a skin-tight vinyl jumpsuit with multidirectional chrome zippers is leaning on the bell,1
"Behind him his Porsche is parked in the driveway, and beyond at the curb is a truck with ETHAN'S NURSERY AND LANDSCAPING painted on it",1
"Selena opens the door, sees Nigel, and tries to close it",1
But Nigel puts his foot in and keeps it open,1
SELENA,2
"Nigel, get lost",3
NIGEL,2
I have to talk to you,3
SELENA,2
You're wasting your breath,3
NIGEL,2
You used to listen to me,3
When you asked me to teach you something of the Craft,3
SELENA,2
I could teach you a thing or two now,3
INT. SELENA'S LIVING ROOM,5
Ethan opens his eyes,1
He rises from the couch and stands there swaying deliriously,1
INSERT. P.O.V. OF ETHAN,0
The room swirls and distorts around him in garish nightmare colours,1
BACK TO SCENE,0
"Ethan clutches his head as though it were splitting apart, and lurches out of the French doors into the terrace",1
EXT. FRONT DOOR OF MANSION,5
"Selena is listening impatiently to Nigel, and staring oddly at him",1
NIGEL,2
" trust the wisdom of the ancients, trust the Great",3
Mother to protect us,3
Why are you staring at me like that?,3
SELENA,2
"I was just thinking, if I had your skin problems, I'd use a good tannisroot ointment",3
Every night,3
"Nigel is rather vain about his smooth olive complexion, so he is completely thrown off his stride",1
NIGEL,2
Nothing's wrong with my skin,3
SELENA,2
Such a shame,3
You ought to take better care of yourself,3
Selena closes the door while he's off his guard,1
Nigel takes a pocket mirror out of his shoulder bag and stares with horror at his reflection,1
His face is erupting all over in ugly red blotches,1
NIGEL,2
Nasty bitch!,3
EXT. GROUNDS OF SELENA'S MANSION. SUNSET,5
"Ethan staggers across the lawn, still clutching his head, obviously very ill",1
"As he disappears through the shrubbery on the far side of the lawn, he mutters drunkenly to himself",1
ETHAN,2
Rhododendron,3
 honeysuckle,3
INT. SELENA'S LIVING ROOM,5
Selena enters and finds Ethan gone,1
She is furious,1
She walks to the French doors,1
SELENA,2
Ethan,3
Come back,3
You'll spoil everything!,3
INT. THE DANVERS' LIVING ROOM. NIGHT,5
Linda is playing chess with MR,1
"Danvers, while his wife knits on the sofa",1
MRS. DANVERS,2
"I think you'd better be getting back to the dorm, Linda",3
The housemother'll expect you to sign in by eight,3
Linda stands up from the chessboard,1
LINDA,2
Thank you both so much,3
"It was a lovely lunch, Mrs",3
Danvers,3
I had a wonderful time,3
And you're a terrific chess player MR,3
Danvers,3
MR. DANVERS,2
What? Me?,3
LINDA,2
Sure,3
Mate in five moves,3
"She moves the pieces chonk, chonk, chonk, chonk, chonk",1
LINDA,2
 and there goes my king,3
"Got to hand it to you, I didn't see it coming",3
"Well, bye",3
She walks out the door into the night,1
MRS . DANVERS,2
What a lovely child,3
Such nice manners,3
"We must have her back, don't you think?",3
MR,1
"Danvers 'grunts absent-mindedly, bemused at his loss",1
INT. SELENA'S LIVING ROOM. NIGHT,5
Selena paces agitatedly in her living room,1
Finally she stops in front of the ornate mirror hanging on the wall,1
She puts her hand on the heavy veil covering it,1
SELENA,2
Show me Ethan,3
She rips aside the veil,1
The IMAGE IN THE MIRROR SHOWS ETHAN STAGGERING DRUNKENLY THROUGH THE NIGHT COWN THE CENTRE WHITE LINE OF A HIGHWAY,1
CARS WHIZZ PAST HIM IN BOTH DIRECTIONS,1
SELENA,2
The silly fool!,3
EXT. HAMBURGER HEAVEN. NIGHT,5
"Lucy is in front of the local hamburger drive-in in her Thunderbird convertible, talking to the foxiest dude at Rindge Tech",1
Other teens are hanging out and listening to rock music outside the drive-in,1
Lucy catches sight of Linda walking along the side of the road,1
LUCY,2
"Hey, Linda!",3
(to the boy),4
It's my roommate,3
You'll love her,3
She's really off the wall!,3
"Lucy jumps out of her car, runs over to Linda, and whispers urgently in her ear",1
LUCY,2
Linda babes! There's this all-night party at Eddie's his folks are away,3
LINDA,2
"Oh, I don't know",3
I'm not signed out for an overnight,3
LUCY,2
"Go back, sign in, and climb out the bathroom window",3
McCloskey's always zonked out,3
 she'll never hear you,3
LINDA,2
It doesn't seem right,3
LUCY,2
"Please, as a favour to me? So I won't  be the only girl?",3
"Linda catches sight of a figure teetering down the centre, white line of the highway",1
Cars honk and zoom past him,1
LINDA,2
Look at that guy!,3
Lucy whirls around and looks,1
LUCY,2
What a space cadet,3
(yelling and waving),4
"Hey, you dingleberry! Get outta the street!",3
"Ethan ignores them, and continues to teeter deliriously",1
INSERT.  ETHAN'S P.O.V.,0
"He sees the night as a fairyland of dancing, blurred lights the neon of the hamburger stand the garish pumps of the gas station across the street, the streaking head and taillights of the cars on either side",1
All sound is similarly distorted and far away,1
BACK TO SCENE,0
LINDA,2
Why is he acting so strangely?,3
LUCY,2
"I dunno, but he's gonna get creamed",3
INT. SELENA'S LIVING ROOM. NIGHT,5
Selena holds the metal box shaped like a gargoyle,1
She looks at the IMAGE OF ETHAN in her mirror,1
SELENA,2
Power of Shadows bring him to me,3
The box in her hand glows with an inner light,1
EXT. STREET OPPOSITE H]1..MBUP.GER RESTAURANT. NIGHT,5
There is a construction site next to the Hamburger Place,1
A giant BULLDOZER suddenly ROARS TO LIFE and bursts through the chain link fence surrounding the construction site,1
"With no one at the controls, the bulldozer drives out onto the street",1
Ethan sees its GAPING JAWS and runs clumsily away,1
They snap at him with the clash of steel,1
He stumbles and the bulldozer scoops him up,1
"It wheels around and starts to carry him away, with one of his legs protruding through the teeth of its giant mouth",1
The onlookers are stunned and horrified,1
LUCY,2
"Omigod, it's a runaway!",3
"Lucy sprints out into the street, running after the driverless bulldozer",1
LINDA,2
Lucy come back!,3
LUCY,2
Somebody's gotta do something!!,3
Lucy dodges through the cars and alongside the bulldozer,1
She climbs bravely up into the driver's seat and tries to tug at the controls,1
They are frozen,1
In desperation Lucy yanks on the steering wheel,1
The bulldozer turns ninety degrees into the gas station,1
EXT. GAS STATION. NIGHT,5
A TOURIST is filling his station wagon at one of the self-service pumps,1
His WIFE is bringing their TODDLER back from the rest rooms,1
The bulldozer suddenly smashes into the gas pumps and through the gas station,1
The tourist dives out of its path,1
"The bulldozer circles behind the gas station toward a small motel next door, leaving in its wake a totaled station wagon, and gasoline leaking on the ground from the smashed pumps",1
EXT. HAMBURGER RESTAURANT. NIGHT,5
Linda watches with mounting horror,1
"And yet she remembers the warning from Alura, and stands frozen, unable to intervene",1
EXT. MOTEL/GAS STATION. NIGHT,5
Lucy fights the wheel in vain,1
"The bulldozer circles through the motel, smashing the individual cabins into matchsticks",1
"The bulldozer drives under the MOTEL SIGN which HITS LUCY ON THE HEAD, KNOCKING HER UNCONSCIOUS",1
"Finally, the bulldozer comes full circle and halts against a utility pole next to the gas station",1
The utility pole leans at a crazy angle,1
"Its ELECTRIC WIRES break and dangle down, flashing blue arcs of electricity where they touch the pavement",1
The RIVER OF GASOLINE from the broken pump flows inexorably toward the arcing power lines,1
"The mother kneels beside her dazed husband and looks over at her toddler running toward the arcing wires, his arms held out eagerly",1
MOTHER,2
My baby!!!!!,3
"Instead of helping, the onlookers turn and flee the inevitable fire",1
EXT. HAMBURGER RESTAURANT. NIGHT,5
Linda can't take it any longer,1
She ducks into the deserted hamburger restaurant,1
"An instant later, she emerges through a skylight in the roof in red and blue costume as SUPERGIRL! She stands on-the roof in front of a big illuminated advertising sign, which hides her from the fleeing crowd",1
Supergirl takes a deep breath and blows with her super lungs,1
The toddler is blown safely 1nto his mother's arms,1
MOTHER,2
My baby,3
She grasps the child in her arms and helps her husband hobble to safety just as the river of gasoline reaches the sparking wires and BURSTS INTO FLAMES,1
"The bulldozer, with Lucy Lane unconscious at the controls and Ethan imprisoned in the scoop, is surrounded by an IMPENETRABLE RING OF FIRE",1
Supergirl dashes through the ring of fire so fast that if there were any spectators who weren't running for their lives she would only be visible as a red and blue streak,1
EXT. ACCIDENT SCENE/GAS STATION. NIGHT INSIDE THE RING OF FIRE.,5
Supergirl takes the unconscious Lucy from the driver's seat and carries her in her arms to the front of the bulldozer,1
Supergirl pulls open the massive metal jaws with one hand like they were sheet rubber,1
INT. SCOOP OF BULLDOZER,5
Ethan looks up as Supergirl slides Lucy Lane in beside him,1
He sees Supergirl's face backlit by the raging inferno outside,1
SUPERGIRL,2
Everything's going to be all right,3
She's just unconscious,3
No broken bones,3
INSERT ETHAN'S P.O.V. LOOKING AT SUPERGIRL FROM INSIDE THE SCOOP,0
"Ethan's swirling distorted vision suddenly focuses with , absolute clarity",1
A moment outside of time,1
"The most romantic glamorous image imaginable the blonde, backlit, looking at him with concern, her lips slightly parted",1
BACK TO SCENE,0
"There is something about Ethan's ecstasy, which holds Supergirl for a moment",1
ETHAN,2
God you're beautiful,3
INT. SELENA'S LIVING ROOM,5
Selena watches the image of Ethan and Supergirl in her mirror,1
Her face is a study in jealousy and dismay,1
ETHAN (in the mirror),2
God you're beautiful,3
SELENA,2
That was meant for me!,3
EXT. ACCIDENT SCENE/GAS STATION. BULLDOZER. RING OF FIRE,5
SUPERGIRL,2
Thank you,3
I'm going to close this up again,3
ETHAN,2
Wait don't leave me in here,3
SUPERGIRL,2
It's for your own protection,3
She pulls the massive steel jaws shut and tears the scoop off the bulldozer with a sound of rending metal,1
"Immediately afterwards, the flames reach the underground storage tank and the bulldozer is enveloped in a FIERY EXPLOSION",1
EXT. ACCIDENT SCENE. OUTSIDE RING OF FIRE. NIGHT,5
The entire gas station is a column of flame and black smoke reaching up into the night sky,1
"A fire truck and a police car arrive on the scene, sirens screaming",1
"The tourist family watch from a safe distance, their toddler clapping his hands excitedly at the spectacle",1
EXT. IN THE SKY. HIGH ABOVE THE ACCIDENT. NIGHT,5
"Supergirl flies out of the column of black smoke, carrying the sealed bulldozer scoop with Ethan and Lucy safely inside",1
ETHAN,2
(calling from inside),4
What's happening?,3
SUPERGIRL,2
(shouting over the wind),4
I'm taking you to the hospital,3
ETHAN,2
(within),4
Let me out,3
I have to talk to you,3
SUPERGIRL,2
Later,3
EXT. ACCIDENT SCENE. POST FIRE. NIGHT,5
The firemen have smothered the fire with a blanket of foam,1
The blackened bulldozer minus its front scoop stands next to the smashed station wagon,1
A bewildered policeman is searching for victims,1
POLICEMAN,2
Where's the casualties? You can't tell me there's no casualties,3
INT. SELENA'S LIVING ROOM. NIGHT,5
Bianca enters and sees Selena staring raptly at the mirror,1
BIANCA,2
I came as quickly as I could,3
What is the danger?,3
SELENA,2
It's what we were warned about,3
"Selena points to the mirror, which shows the IMAGE OF SUPERGIRL FLYING THROUGH THE AIR CARRYING THE BULLDOZER SCOOP",1
Bianca can't quite make out what it is at first,1
BIANCA,2
A Storm Dragon?,3
SELENA,2
"No, a super girl",3
EXT. HOSPITAL ENTRANCE. NIGHT,5
Supergirl lands with the bulldozer scoop in front of the emergency entrance,1
There is no one around,1
Supergirl rips open the sealed scoop with a loud noise of rending metal,1
INT. HOSPITAL EMERGENCY ROOM. NIGHT,5
TWO INTERNS are chatting in the corridor near the doors,1
They jump at the sound of bending steel outside,1
FIRST INTERN,2
What was that?,3
SECOND INTERN,2
Maybe we better take a look,3
EXT . HOSPITAL ENTRANCE. NIGHT,5
Supergirl has strapped Ethan and the semi-conscious Lucy onto wheeled gurneys,1
ETHAN,2
Don't leave me,3
SUPERGIRL,2
I have to,3
ETHAN,2
"When can I see, you again ?",3
SUPERGIRL,2
Relax,3
Tomorrow this will all seem like a bad dream,3
Goodbye,3
She gives the gurneys a shove,1
INT. HOSPITAL EMERGENCY ROOM. NIGHT,5
The automatic doors open and Ethan and Lucy roll inside on the gurneys,1
FIRST INTERN,2
Did we use the laughing gas tonight?,3
SECOND INTERN,2
That was last night,3
FIRST INTERN,2
Then this is really happening,3
"The two interns catch the gurneys, and start examining Ethan and Lucy",1
SECOND INTERN,2
"Hey fella, can you talk???",3
Ethan begins to babble deliriously,1
ETHAN,2
The girl,3
Where is she? It never hit me like this before,3
I love her,3
My angel,3
"He sits up, tears brimming in his eyes, and grasps the , intern by the lapels",1
ETHAN,2
"Where is she? I love her, don't you understand? I'll die if I can't have her",3
"The intern pulls away and points to Lucy, who is beginning to come to",1
FIRST INTERN,2
She's right here fella,3
ETHAN,2
"No, not her",3
"The blonde, the one who carried us through the air",3
She can fly,3
She's an angel,3
The two interns exchange a glance,1
One of them steps to a wall intercom,1
SECOND INTERN,2
This is Stenzl in Emergency,3
We got a 412,3
Send down the boys from psycho,3
ETHAN,2
No! She's real ! I saw her !,3
CUT TO:,0
INT. SELENA' S MANSION.  NIGHT,5
"Selena, is brooding in front of her mirror, which shows ETHAN IN THE HOSPITAL STRUGGLING WITH THE TWO INTERNS",1
Selena covers the mirror with its heavy veil,1
She speaks to Bianca standing beside her,1
SELENA,2
Why did she have to show up now?,3
BIANCA,2
Eliminate her,3
SELENA,2
"That's easy for you to say, Bianca",3
BIANCA,2
You can do it,3
You're the most powerful woman on Earth,3
SELENA,2
Am I? Still?,3
There is a pause as the implications reverberate,1
BIANCA,2
Yes! You own the Coffer of Shadow,3
Nothing can withstand its power,3
SELENA,2
I've been saving it,3
For the right moment,3
BIANCA,2
"That moment is now! What good is a sword unless it be unsheathed? Use it, and no one will dare oppose you again",3
No one,3
"Selena toys with the idea in her mind, turning over the various arguments",1
A smile creeps across her face,1
SELENA,2
Not even Nigel,3
"Selena goes to the secret compartment, opens it and takes out the metal gargoyle box",1
"She looks at it with a dreamy, far-away expression on her face",1
SELENA,2
What do I do?  I don't know her name,3
BIANCA,2
The Naming of Names is not necessary,3
Just concentrate on her face,3
Your Shadow will do the rest,3
Selena holds the gargoyle box out in front of her and opens the lid,1
"Inside is the OMEGAHEDRON power source from Argo City, spinning around a strange dark region in its centre",1
Selena closes her eyes and whispers to the spinning ring,1
SELENA,2
Power of Shadow hear me,3
Find her wherever she be,3
Find her and destroy her,3
"A BLACK CLOUD OF SHADOW bursts out of the centre of the OMEGAHEDRON, filling the room",1
Selena drops the gargoyle box and shrinks back with sudden misgivings at what she has unleashed,1
Even Bianca's face has gone white,1
The two women huddle together as a HUGE INVISIBLE PRESENCE fills the room with darkness,1
"Then the unseen presence suddenly SMASHES ITS WAY OUTSIDE THROUGH THE SOLID WALL OF SELENA'S LIVING ROOM, leaving a big hole and a trail of crushed furniture behind it",1
Light returns to the room as the shadow departs,1
And from outside the sound of crackling shrubbery dies away,1
Selena regains her composure and looks around at the mess of her once splendid living room,1
SELENA,2
"Next time, remind me to do this out in the yard",3
BIANCA,2
"Yes, of course, it was foolish of me",3
"Bianca reaches down to the floor for the gargoyle box with the OMEGAHEDRON, which is still lying right where Selena dropped it",1
But Selena quickly picks it up herself before Bianca can touch it,1
SELENA,2
I think I'd better keep it,3
BIANCA,2
Whatever you say,3
SELENA,2
Yes,3
Whatever I say,3
From now on,3
"She shuts the lid of the gargoyle box, sealing the spinning OMEGAHEDRON safely inside",1
CUT TO:,0
INT. DANVERS ' LIVING ROOM. NIGHT,5
Mrs,1
Danvers is on the phone,1
MRS. DANVERS,2
The housemother still doesn't answer,3
Mrs,1
Danvers hangs up the phone with a worried expression,1
MR. DANVERS,2
Probably drunk again,3
I'm sure Linda got back all right,3
MRS. DANVERS,2
We should have driven her,3
Mr,1
Danvers stands up and puts on his jacket,1
MR. DANVERS,2
I'll just drop by the school and make sure she's all right,3
EXT. MIDVALE SCHOOL. DESERTED CAMPUS. OUTSIDE THE DORM. NIGHT,5
"Linda drives up in Lucy's car, the one left behind at the scene of the accident outside the hamburger place",1
She drives past the paddle tennis court and parks in front of the dorm,1
"Linda gets out of the car, and lets herself into the dorm with a key",1
"Inside, she signs her name in the book",1
",",0
INT. DORM CORRIDOR. NIGHT,5
Linda walks down the long dormitory corridor past room after empty room,1
The place is kind of spooky,1
INT. LINDA'S ROOM. NIGHT,5
Linda enters the room she shares with Lucy,1
She puts Lucy's car keys on her bedside table next to the snapshots of  Lucy's family and of her half-dozen current boyfriends,1
"Linda turns and crosses the room to her own monastic bed in its drab, undecorated corner",1
"She lies down on her bed with a sigh, staring at the ceiling in a melancholy mood",1
"Suddenly, she senses that something is not right",1
"She gets up from the bed, walks to the window, and gazes out a-t the deserted campus",1
EXT. OUTSIDE DORM. TENNIS COURT. NIGHT.,5
The dorm is set apart from other school buildings and surrounded by tall trees,1
"The tennis court is visible from Linda's window, and a city park adjoining the school property",1
The UNSEEN MONSTER is heard approaching through the park with a thud of heavy footfalls and the crack of snapping tree trunks and branches,1
"A bolt of lightning flashes, followed by a crash of thunder",1
The wind howls,1
A storm is brewing,1
"Far away across the campus something huge and powerful forces itself between the two big oaks, snapping them like matchsticks",1
"The unseen monster hauls its enormous bulk toward the dormitory, crushing everything in its path, its footsteps making the ground tremble like an earthquake",1
INT. LINDA'S BEDROOM. NIGHT,5
Linda watches with uncomprehending eyes the approaching swath of destruction heading straight for her,1
"Nothing she has learned about this strange alien world has prepared"" her for this",1
"For the first time since she left Argo City, her eyes show fear",1
And yet there's a deeper streak of defiance in her that impels her to stand her ground and face the horrible juggernaut,1
EXT. FORM. TENNIS COURT. CAMPUS. NIGHT,5
HUGE FOOTPRINTS sink into the damp grass of the campus,1
A bicycle rack full of Schwinns is flattened into the dirt with a metallic screech,1
The monster proceeds inexorably toward the wooden rain shelter on one side of the tennis court,1
The shelter is crushed to kindling wood,1
"The monster drags its enormous unseen bulk across the smooth clay surface of the tennis court, crunching , deep cracked depressions in the clay",1
"The net stretches and groans toward Linda as the' invisible enormity comes closer, and finally snaps with a loud twanging sound as the steel cables part",1
"The tall cyclone fence bulges outward toward Linda and momentarily outlines the form of"" the monster before it crumples and falls with the screech of twisted steel",1
The only thing between Linda and the monster is Lucy,1
' s parked car,1
The monster stomps the car flat with a noise like colliding express trains and heads for Linda,1
INT. LINDA'S BEDROOM. NIGHT,5
LINDA,2
"Hey, that's my roommate's car!",3
Determination floods her face,1
She whips off her brunette wig and her civilian clothing to reveal the blonde hair and red blue tunic of SUPERGIRL!,1
EXT. OUTSIDE THE DORM. NIGHT,5
Supergirl flies out the dorm window and lands in front of the unseen monster,1
She raises her hand in challenge and calls out in a commanding voice,1
SUPERGIRL,2
Leave this place and do no harm,3
"Something picks Supergirl up and flings her against the wall of the dorm, crushing the soft drink dispenser under her and squirting cola in every direction",1
Lightning flashes and thunder booms overhead,1
"Supergirl picks herself up, shaken",1
She launches herself directly at the space in mid-air ten feet above the monster's footprints,1
She crashes into something hard and invisible with the sound of a tremendous impact,1
"Supergirl falls to the ground, staggered by the concussion",1
The irresistible force has met the immovable object,1
"Supergirl looks up, and---altering the wavelength of her X-Ray vision to a transcendental frequency---paints this beam over the monster and just for an instant makes it visible a HUGE NIGHTMARE SHAPE LOOMING OVER HER, AND REACHING OUT TO CRUSH HER WITH MASSIVE TALONS",1
Then the image fades,1
"Supergirl is seized again and flung against the school flagpole, breaking it off at the base",1
Supergirl stands up and seizes the flagpole,1
She looks up at the flickering lightning in the sky,1
She flies straight upward into the storm with the bare flagpole held in front of her,1
EXT. THUNDER STORM. LIGHTNING,5
Again and again huge bolts of lightning strike the flagpole,1
Supergirl's face is contorted with agony as her body absorbs enough electricity to run Las Vegas for a year,1
She looks down and sees through a break in the clouds the campus far below,1
EXT. CAMPUS,5
"Suddenly Supergirl dives down from the sky, glowing with accumulated electricity",1
She embraces the monster with a tremendous crackle of energy,1
The two of them are bathed in brilliant arc light,1
The monster is briefly made visible again by the energy,1
"But this time it is shrinking, shriveling up into a shapeless lump",1
The light fades as the energy is discharged,1
"A dark, shapeless lump detaches itself from Supergirl's grasp and flies shrieking away into the night",1
"Supergirl stands alone and exhausted, her muscles trembling with fatigue",1
She turns and walks unsteadily back toward the dorm,1
CUT TO:,0
EXT. CAMPUS. NIGHT,5
MR,1
Danvers drives up the long driveway toward Linda's dorm,1
"He parks his car behind the flattened remains of Lucy's car, and gets out, staring with amazement at the destruction wrought by the titanic struggle",1
"He walks toward the dorm, fear and confusion on his face",1
