sentence,label
"However, the last Guard is upon Conan before he can react.",1
"The powerful soldier uses the shaft of his poleax to lift Conan off his feet and back against the far wall, pinned by the neck.",1
"Conan struggles to breathe, the polearm shaft driving his throat into the wall.",1
"The thickness of the Cimmerian's neck gives him time to reach into his bracer, pulling out a hidden knife which he buries into the Guardsman's eye.",1
CUT TO:,0
"Lucius SCREAMS in pain as Conan pours water on the burning guard, and lifts the table back onto its legs.",1
"Then he pulls the sword out of the floor, a thick plume of blood rising out of Lucius' now liberated foot.",1
Conan takes Lucius' face and smashes it against the table.,1
"Lucius looks, aghast, as Conan takes his injured hand and places it over the torch flame, searing the wound closed.",1
The Cimmerian never even bats an eye.,1
LUCIUS,2
What do you want?,3
Who are you?,3
Conan turns his face to the burnt side.,1
CONAN,2
I'm the one who made you pretty.,3
LUCIUS,2
Impossible!,3
You're dead!,3
Conan shows Lucius the FIVE SCARS running down his forearm.,1
CONAN,2
No.,3
I am death.,3
And I came a long way for you.,3
Conan lifts the sword.,1
LUCIUS,2
Wait!,3
Wait!,3
(CONAN PAUSES),4
I can tell you where the rest are.,3
CONAN,2
Where?,3
LUCIUS,2
The end of the earth.,3
"You kill me, and you'll never find them.",3
CONAN,2
Who are you offering?,3
LUCIUS,2
Who do you think?,3
All of them.,3
"Ukafa, Remo, Cheren, Akhun -- and Khalar Singh himself.",3
But you have to swear you won't kill me.,3
Conan thinks about it.,1
CONAN,2
You have my word.,3
"You tell me where I will find Khalar Singh, and I will not kill you.",3
Conan lets Lucius go.,1
Lucius hobbles to his chair.,1
LUCIUS,2
He is in a city called on the edge of the Eastern Sea.,3
On the edge of Hyboria.,3
Khor Khalba.,3
"Conan looks him in his eyes, sizing him up.",1
He likes what he sees.,1
"In a flash, Conan grabs Lucius' head again, yanking it back, exposing his throat.",1
LUCIUS,2
You gave your word!,3
Conan rips a SMALL KEY from a large keyring.,1
He drops it in Lucius' throat.,1
The big man chokes instantly.,1
"A second later, Conan pours ale from a flagon down his throat as well.",1
"Lucius swallows the key, gasping for breath as Conan releases him.",1
LUCIUS,2
What are you doing?!,3
CONAN,2
"Toasting, to our deal.",3
Conan swings his sword and cuts the One Eyed Prisoner from the wall.,1
CONAN,2
Go.,3
You are free.,3
"One-Eye looks at his wrists and ankles, still hobbled by shackles.",1
ONE-EYED PRISONER,2
I won't get far like this.,3
Conan hands him a fallen Guardsmen's sword.,1
CONAN,2
The key to your shackles sits in the Captain's gut.,3
Happy hunting.,3
The One-Eyed Prisoner grins with malice.,1
"As he closes in on the terrified Lucius, Conan heads for the door.",1
LUCIUS,2
Barbarian!,3
I had your word!,3
You said you would spare my life!,3
CONAN,2
No.,3
I said I wouldn't kill you.,3
"We hear Lucius SCREAMS OF PAIN as Conan walks out into the night, cutting another notch into his arm.",1
CUT TO:,0
EXT.,5
DESERT SANDSTORM,5
DAY,6
KHALAR SINGH looks older.,1
Worn.,1
He squints as he stares into a howling sandstorm.,1
UKAFA trudges through the deep sand to reach him.,1
The sandstorm is so blinding we don't see him until he is less than five feet away.,1
UKAFA,2
"Khalar Singh, we've lost half our cavalry legion, and still Fariq presses on!",3
We must turn back!,3
KHALAR SINGH,2
He says the Queen is here.,3
UKAFA,2
He leads us in circles.,3
KHALAR SINGH,2
"He knows nothing of leading an army -- Take care, Ukafa.",3
"You hold a special place in my kingdom, but blood you are not.",3
UKAFA,2
"My apologies, Khalar Singh.",3
I am simply concerned for your army.,3
KHALAR SINGH,2
And I would gladly sacrifice every last man to get my hands on the Queen.,3
"And in that respect, Fariq has my confidence.",3
He knows more of the legends of Acheron than anyone.,3
"Suddenly, two forms race at them from the blinding sand.",1
REMO and FARIQ.,1
"No longer a child, Fariq is now a man in his twenties, but he is hardly the strong warrior his father is.",1
"His frame is slight, his eyes beady.",1
FARIQ,2
"Father, they are here!",3
"The hidden oasis, just as it was written.",3
Khalar Singh looks to Remo for confirmation.,1
The misshapen and shadowy Remo nods.,1
EXT.,5
CAVE TUNNEL,5
DAY,6
Remo and Fariq lead Khalar and Ukafa into a natural tunnel carved out of rock.,1
"Inside, the sandstorm no longer rages.",1
EXT.,5
OASIS,5
CONTINUOUS,1
"And on the other side of the tunnel -- A protected rock oasis, heavy vegetation crawling up the encircling cliff walls, herds of sheep grazing on fields of grass.",1
"At its far end, beyond a deep blue pond, lies a Greek- influenced monastery and several tiled-roof, mud-brick houses.",1
And moving between the pools are MEN and WOMEN going about their simple chores.,1
They wear long flowing white linen robes and turbans.,1
The air and sand are perfectly still within the perimeter of the oasis.,1
"But beyond it, the sandstorm rages all around, sand hurled violently hundreds of feet into the air, swirling around the oasis as though it were the eye of some mystical hurricane, protected by an unseen force.",1
"A row of robed YOUNG WOMEN kneel in front of one of the reflecting pools, quietly reading from prayer books and softly striking their right breast with a left hands wrapped in thorns.",1
"One girl, ILIRA, mischievously taps the shoulder of the girl next to her with her thorn.",1
"The girl, TAMARA, squeals in pain, angry her prayer was interrupted.",1
Ilira is the fun-loving dilettante of the relationship.,1
Tamara the studious good girl.,1
TAMARA,2
Stop it!,3
I'm trying to pray!,3
ILIRA,2
I'm bored.,3
TAMARA,2
Then hit yourself.,3
Tamara hits Ilira back with her thorn.,1
"Ilira SQUEALS, then hits a grinning Tamara back.",1
TUSSLE--,2
FASSIR ,2
Is that how one shows penitence?,3
"Tamara grabs her, but as they Both girls instantly stop as FASSIR appears behind them.",1
Fassir is an elder monk and leader of the monastery.,1
"He shakes his head, both out of fondness and disappointment.",1
FASSIR,2
I expect more from a queen.,3
ILIRA,2
"I'm sorry, Fassir.",3
I just tire of saying the same prayer every day.,3
FASSIR,2
Then you should be able to translate it from its original Acheronian.,3
"Ilira's face scrunches, unsure.",1
Tamara steps in to help Ilira save face.,1
TAMARA,2
Of course she can.,3
She even taught it to me.,3
FASSIR,2
Go on,3
TAMARA,2
Never again will we stand by as darkness consumes the world.,3
Never again will innocents suffer for others' power.,3
Never again will the Queen suffer so Acheron may rise.,3
FASSIR,2
Very good,3
Tamara,2
Never again?,3
"You must have taught her very well indeed, Ilira.",3
A smile on Fassir's face confirms he knows the truth.,1
"Suddenly, the monastery's BELL RINGS OUT.",1
"A moment later, a temple EXPLODES in flames.",1
Pouring out from the swirling sands come Khalar Singh's army.,1
Cheren and his archers stand atop Khalar's MAN OF WAR A massive siege engine atop which CHEREN and his archers fire FLAMING ARROWS.,1
The arrows arc down and explode as they impact the tiled roofs.,1
"Sitting at the highest point of the Man Of War, Khalar Singh likes what he sees.",1
CHAOS,2
"The monks scatter in every direction, but wherever they turn, more troops burst out of the swirling sand.",1
"A small handful of armed MONKS display acrobatic martial arts prowess as they battle with Khalar's heavily armed forces, but they are vastly outnumbered.",1
Fassir grabs Tamara.,1
FASSIR,2
The Queen must not be captured.,3
Take her out the North Gate.,3
Quickly!,3
Tamara grabs Ilira and pulls her through the flaming battleground.,1
Zingaran warriors cut down the monks while Turanian horsemen concentrate on the women.,1
ILIRA,2
We can't leave them.,3
TAMARA,2
"If you are caught, everything we live for is lost!",3
WHIP!,1
A whip encircles Ilira's waist.,1
A massive TURANIAN pulls her to him.,1
"Tamara grabs the whip, pulling Ilira the other way.",1
But she is no match for the huge slaver.,1
He yanks,1
on the whip pulling both of them to him -- Only then does he notice Tamara's unsheathed knife which she plunges into his throat.,1
She frees Ilira and they run.,1
INT.,5
NORTH PASSAGE,5
CONTINUOUS,1
"A thin alleyway at the rear of the monastery, leading away from the din of battle, towards a rear gate of the oasis.",1
"Tamara and Ilira run for the gate, only for the shadows of",1
the alleyway to move and shift -- REMO and three of his shadow scouts.,1
"They advance on the women, drawing dark shortswords.",1
REMO,2
No swords.,3
Khalar needs them alive.,3
TAMARA,2
Good to know.,3
"Tamara lunges for the nearest shadow scout with her knife, but when she strikes, she hits nothing but shadow.",1
It reforms behind her and grabs her.,1
Another grabs Ilira.,1
"Tamara launches her body into the air, executing a backflip that puts her behind the shadow scout.",1
A quick knife strike and he goes down.,1
"And with one continuous motion, she vaults over the shadow scout holding Tamara, cutting his throat as well.",1
"Remo and the remaining scout give chase, blending in and out of shadows.",1
"But each time they strike, Tamara defends Ilira.",1
"They near the far end of the alleyway, the North gate looming ahead with the desert beyond.",1
EXT.,5
MAN OF WAR,5
CONTINUOUS,1
"Remo blends into another shadow -- Remo materializes out of a shadow atop the Man Of War, next to Cheren, the archer.",1
REMO,2
The north gate.,3
Destroy it.,3
Cheren and the other archers turn their fire to the gate at the end of the passage.,1
They fire a volley of fiery arrows.,1
INT.,5
NORTH GATE,5
CONTINUOUS,1
Tamara and Ilira run for the whirling sands just ahead -- when the flaming arrows land before them.,1
Ilira hesitates.,1
TAMARA,2
Run!,3
ILIRA,2
We'll die!,3
TAMARA,2
We'll die if we stay!,3
"She locks eyes with Ilira, who nods.",1
Together they run right for the arrows.,1
"But at the last minute, Ilira falters.",1
She falls to the ground.,1
Tamara turns to see Ilira lying in the gateway a moment too late.,1
THE ARROWS EXPLODE causing a cave in that closes the gateway.,1
EXT.,5
SANDSTORM,5
CONTINUOUS,1
Tamara falls to the sand as the gate collapses behind her.,1
"She looks back, only to see that Ilira didn't make it.",1
TAMARA,2
NO!!!,3
EXT.,5
MAN OF WAR,5
CONTINUOUS,1
Khalar Singh stares at the cloud of destruction at the north tunnel.,1
"There, one form hurries into the swirling sandstorm.",1
KHALAR SINGH,2
Who was guarding that gate?,3
REMO,2
"It was I, Lord.",3
KHALAR SINGH,2
Take four legions.,3
Hunt her.,3
Before I hunt you.,3
CUT TO:,0
EXT.,5
DESERT,5
DAY,6
"Tamara stumbles through a stretch of barren wasteland, the plumes of the oasis' sandstorm now off in the distance behind her.",1
"The sun mercilessly beats down upon her face, her lips are already chapped.",1
"She falls to her knees, unable to go on.",1
"She looks up, as the heat streams off the desert floor, creating a swirling mirage.",1
"Through which the silhouette of a rider appears, followed by others.",1
SLAVER CARAVAN,2
"The horse-drawn carts of the caravan are lined with iron bars, and behind the bars are a bevy of young women, mostly looking worse for wear.",1
"The HEAD SLAVER rides ahead, and walks up to the heap of white cloth that is Tamara.",1
TAMARA,2
"He lifts her barely conscious head, eyeing her features, a greasy paw examining her body.",1
He smiles.,1
HEAD SLAVER,2
Water -- please -- The gods are good.,3
(to the other slavers),3
Chain this one in my cage.,3
She'll be the prize of the auction in Khor Kalba.,3
CUT TO:,0
EXT.,5
OASIS,5
NIGHT,6
"The Man of War dominates the center of the oasis, its torches illuminating the scene before it.",1
"Akhun and the Turanians hold chains connected to the twenty women monks, kneeling, with their wrists chained to their neck collars.",1
"In front of them kneels Fassir, beaten and bloodied.",1
"Khalar Singh, Fariq, and Ukafa step down from the Man of War.",1
Fariq carries with him a large iron box with ornate carvings on it.,1
KHALAR SINGH,2
All these years searching the ends of the earth.,3
And here you are.,3
Just a two day ride from Khor Kalba.,3
I can scarcely believe it.,3
FASSIR,2
"(in Acheronian, to monks)",3
Say nothing.,3
KHALAR SINGH,2
(IN ACHERONIAN),4
Yes.,3
Say nothing.,3
Maybe he doesn't know who we are.,3
Maybe he's not looking for the Queen.,3
"Several of the women look up at him, shocked.",1
KHALAR SINGH,2
"That's right, my brethren, you have been lied to all your lives.",3
"Told you must hide yourselves, told you were alone.",3
"I want you to look at me, and see me for what I am.",3
A brother.,3
A friend.,3
"I have come not to hurt you, but liberate you.",3
FASSIR,2
"You come for your own dark purposes, to raise Acheron.",3
KHALAR SINGH,2
Yes.,3
I come to resurrect the greatest empire Hyboria has ever known.,3
FASSIR,2
"An empire of evil, soaked in blood sacrifice and the blackest of magic.",3
"Khalar Singh becomes infuriated, eyes blazing.",1
KHALAR SINGH,2
Have you hidden from the world so long that you cannot to see?,3
"Blood, magic, death: it is everywhere.",3
"Acheron is no different than any other kingdom, but for its glory.",3
(MORE),4
KHALAR SINGH,2
"And in place of that glory, you offer shame?",3
"I knew shame, but that was before I was shown my true lineage.",3
"Khalar draws closer to the women, looking them each in the eye.",1
KHALAR SINGH,2
"When I was but a child, raiders destroyed my village, cut our fathers to ribbons, and burned our women as sacrifice to foreign gods.",3
"Those few who survived, we ran for our lives, chased into caves at the edge of the Eastern Sea, left with nothing to live for.",3
But then we discovered it.,3
Acheron.,3
The temple that spawned an empire.,3
We learned that we were not broken goat- herders on a desolate coastline.,3
We were the sons and daughters of kings.,3
(stares in Ilira's eyes),3
And queens.,3
"He motions to Fariq, who brings the iron box forward.",1
KHALAR SINGH,2
For thirty years I have searched for you.,3
"In that time I built both an army and empire, but they are nothing compared to what we can create together.",3
We can raise Acheron again.,3
Never again will we hide like rats.,3
Never again will we watch as our loved ones are slaughtered.,3
I call forth the Queen.,3
"Stand and join me, and this day will have a joyous end.",3
No one moves.,1
FASSIR,2
"You would have all the world suffer, as you have suffered.",3
We will die before we help you.,3
KHALAR SINGH,2
Yes.,3
You will.,3
He nods to his son.,1
"He paces in front of the female monks, the box in front of them.",1
FARIQ,2
"The caves beneath Khor Khalba contain all manner of creature, many -- altered -- by centuries of blood magic.",3
"But one, in particular, has developed a special connection to the blood.",3
A thirst.,3
It is said that only the Queen of Acheron itself can resist its embrace.,3
"He stops, one woman away from Ilira.",1
FARIQ,2
So what say you?,3
"Will you be the lucky one, or will you tell me who is?",3
"A tear falls down her face, but she stays silent.",1
There's the sound of SLITHERING as Fariq opens the box.,1
She stares down,1
inside the box -- AND SCREAMS.,1
CUT TO:,0
TAMARA,2
She awakens to the SCREAMING of a whipped SLAVE GIRL.,1
EXT.,5
DESERT,5
DAY,6
"Tamara's eyes are met by a dozen others, SLAVES of every color, chained together with her in a CAGED WAGON.",1
"The SLAVE TRADER swings his whip twice more, hitting the cowering women in the cage.",1
SLAVE TRADER,2
"Wake up, slags!",3
Smile!,3
A new owner approaches!,3
Tamara makes eye contact with the Slave Trader.,1
TAMARA,2
Let me go.,3
I promise you'll be rewarded.,3
"The Trader just laughs, leering at her.",1
SLAVE TRADER,2
"And I would sample that reward, fair one, but you wear white.",3
(MORE),4
SLAVE TRADER,2
"Tell me, have the stars aligned and delivered a virgin slave into my care?",3
He eyes her lasciviously.,1
Tamara turns away and does not answer.,1
SLAVE TRADER,2
No matter.,3
I'll know soon enough.,3
(TURNS AWAY),4
"Good day, sir!",3
A lone rider in a desolate land.,3
The perfect customer for what I sell.,3
CONAN,2
"Rides out of the sun, his massive form silhouetted by the bright desert sky.",1
He stares at the slave wagons.,1
SHEMISH WOMAN,2
"Please, master!",3
Your gold can free me from this hole!,3
PLEASURE--,2
"The Slave Trader immediately WHIPS her, incensed.",1
SLAVE TRADER,2
I can bring you Silence whore!,3
"The Slaver goes to whip her again, but before the blow can fall, Conan grabs his arm.",1
"The Slave Trader looks furious, but Conan's size holds him back.",1
CONAN,2
Khor Kalba.,3
SLAVE TRADER,2
Which way?,3
This is the road to Khor Kalba.,3
Ahead.,3
Past the Great Wall.,3
The Slaver nods to the east and Conan releases his arm.,1
The Slaver continues whipping the slave.,1
Conan just rides on - - not his problem.,1
"But as Conan passes Tamara, for a brief moment their eyes meet.",1
Something about her.,1
"Conan stares a moment, then spurs his horse on.",1
"Just then, the ground around them RUMBLES.",1
"Horses rear, the women SCREAM.",1
Conan turns and looks up.,1
His eyes go wide.,1
ENORMOUS BOULDERS,2
Coming thundering down the hills on all sides.,1
The SLAVERS see them a moment to late.,1
SLAM.,1
Several of the horses and carts are smashed by the rolling boulders.,1
"Conan kicks his horse, trying to outrace the boulders.",1
"But when the wagon next to him is hit, its axle spears his horse in its side, and Conan goes down.",1
"Pissed, he draws his sword.",1
"The Slavers scramble around the broken wagons, in chaos.",1
Only a pair of wagons still stands.,1
One of them holds Tamara.,1
CONAN,2
Use your whips on the horses' legs!,3
The Slavers are confused.,1
TURANIAN HORSEMEN,2
"Then they notice racing down the hill, behind the boulders.",1
"As the riders bear down upon the slavers, the Slavers do as they're told, entangling the legs of the first wave of horses, throwing their riders.",1
More than a few riders SNAP their necks as they're driven into the desert floor.,1
"The remainder fight hand to hand, and are cut down by either Conan's blade or the slavers' tulwars.",1
"But their victory is short lived -- As a SECOND WAVE OF RIDERS comes thundering towards them, before the Slavers can re-establish their perimeter.",1
The riders start cutting the slavers down where they stand.,1
CONAN,2
Conan lodges his sword in a still-rolling boulder.,1
"As it rolls, it pulls him up on top of it.",1
"From this height, Conan launches himself down at the horsemen below.",1
WHAM!,1
"He knocks a rider off his horse, Conan landing square in the saddle.",1
He kicks the horse straight at the other riders.,1
They don't see him coming until it's too late.,1
He cuts them down where they sit.,1
"The last remaining CARAVAN DRIVER whips his horse team, trying to pull his wagon out of the fight.",1
Conan spins to see a FLASH of steel and the rider's neck plumes in blood as he's decapitated.,1
Which is strange since the cavalry are nowhere near the wagon.,1
REMO,2
"The explanation comes as the shadow behind the driver MORPHS into Remo, the spindly Shadow Scout.",1
"He takes the reins, stopping the wagon.",1
"Conan spots him, recognition in his eyes.",1
CONAN,2
You!,3
There's a SCREAM.,1
Conan turns to see the other two SHADOW SCOUTS already hacking their way through the slaves on one of the caged wagons.,1
"A Shadow Scout gets to Tamara, only to have her FIGHT BACK.",1
"Tamara kicks the first Scout in the face, slamming his head into the bars.",1
"However, the second one clubs her unconscious from behind.",1
CONAN,2
"Leaps from his horse, launching his body at Remo.",1
Remo dives and rolls away.,1
"Small and misshapen, he is nonetheless very fast.",1
Conan strikes again.,1
Again Remo dodges out of the way.,1
"The Shadow Scouts draw swords, but Remo waves them off, speaking in the broken language of a savage.",1
REMO,2
The girl!,3
Bring her to Khalar!,3
Conan launches an all out attack.,1
"Remo leaps over his sword and vaults Conan, landing on his back.",1
"He draws his sword,",1
"preparing to cut Conan's throat -- When Conan hurls his body backwards, into one of the huge rolling boulders.",1
The impact crushes Remo and he loses his grip.,1
Cona,5
"spins to strike again, only to see Remo MELT INTO THE",6
SHADOW OF THE BOULDER.,1
Conan turns his attention towards the other two Shadow Scouts as they drag the unconscious Tamara away.,1
Conan mounts one of the cavalry horses and gallops towards the Scouts.,1
They see him coming and let go of Tamara.,1
MELT,5
AWAY INTO HER SHADOW AND DISAPPEAR.,6
CUT TO:,0
TAMARA,2
"THEY Dazed, she struggles to her feet.",1
"Conan appears beside her, his dagger out.",1
Tamara gasps in fear but Conan only reaches out and breaks the lock on her chains.,1
CONAN,2
Who are you?,3
TAMARA,2
I am nobody.,3
He cuts the bonds on her feet.,1
"Tamara rises up, the battle scene revealed to her.",1
Dead bodies of the Slavers and Turanian horsemen lie sprawled in every direction.,1
"Tamara takes in the gruesome sight, shocked.",1
CONAN,2
Many died to capture nobody.,3
(motions to his horse),3
Get up.,3
TAMARA,2
And if I don't wish to ride with you?,3
EXT.,5
DESERT,5
DAY,6
"Conan rides his horse, Tamara trailing on foot, wrists tethered to Conan's saddle by a long rope.",1
Tamara looks exhausted.,1
"They reach a gallery of broken columns, spires of fossilized coral that juts out of the desert.",1
TAMARA,2
Stop!,3
I want water.,3
Conan just keeps riding.,1
CONAN,2
Perhaps the slavers took your orders.,3
I don't.,3
TAMARA,2
I never knew men could be so cruel.,3
Now I wonder if the world is filled with animals such as you.,3
CONAN,2
You speak of animals as if they were less than men.,3
But animals don't stab their brothers in the back or steal their mother's only possession.,3
And they never lie.,3
TAMARA,2
I haven't lied.,3
"Conan get off his horse, unties Tamara and gives her a water sack.",1
Tamara greedily drinks down the water.,1
CONAN,2
Very well.,3
Give me your name.,3
TAMARA,2
I am Tamara Amelia Karushan.,3
And you?,3
CONAN,2
I am Conan.,3
TAMARA,2
Conan?,3
That's it?,3
CONAN,2
What more names do I need?,3
"Conan then grabs Tamara around her waist, putting her atop his horse.",1
"He then mounts behind her, their bodies close.",1
Conan's mouth is only inches from her ear as he speaks.,1
CONAN,2
"There is only one truth I need from you, Tamara Amelia Karushan.",3
Why does Khalar Singh want you?,3
"Tamara looks away, but doesn't respond.",1
CONAN,2
Then let's hope it's for your cooking.,3
EXT.,5
CAMPFIRE,5
NIGHT,6
"A campfire amidst several large boulders, a line of windmills on the horizon.",1
Tamara struggles to manage a cooking pot over a blaze.,1
Conan comes over and smells the pot; his face scrunches from the odor.,1
CONAN,2
Trying to poison me?,3
"Tamara steps back and gets down on her knees, her hands clasped.",1
CONAN,2
What are you doing?,3
TAMARA,2
"Before we eat, I must pray.",3
CONAN,2
Crom!,3
What would you pray for?,3
That a bone may not get stuck in your throat?,3
No words nor gods will give you one more moment than fate allows you.,3
TAMARA,2
Then you have no faith.,3
And I am sorry for you.,3
CONAN,2
I need no pity.,3
TAMARA,2
But you do.,3
You live in a world that is harsh and short.,3
Where fate is unyielding and hope is a cruel joke.,3
"I live in a world with a purpose that guides me, where faith sustains me.",3
"Suddenly, Conan KICKS DIRT PAST TAMARA, ONTO THE FIRE.",1
"The fire goes out, plunging everything into darkness.",1
TAMARA,2
"Suddenly, there's the sound of FIGHTING.",1
"Grunting, blows being interchanged, then a LOUD SNAP AS BONES ARE BROKEN.",1
"A moment later, the flames of the fire are stoked up again, revealing Conan standing over the groaning REMO.",1
The other two SHADOW SCOUTS are dead.,1
Tamara instinctively jumps back.,1
CONAN,2
Why did you-- Don't worry.,3
His back is broken.,3
He won't be slinking away this time.,3
"As Tamara gapes at Remo, Conan simply pulls the cooking pot off the fire.",1
CONAN,2
"Now, let's eat.",3
TAMARA,2
But -- what about him?,3
Remo GROANS in pain.,1
CONAN!,2
I enjoy a little music with my meal.,3
DISSOLVE TO:,0
AERIAL SHOT - POV - ,0
SOARING Across steep valleys and up jagged peaks we race into steep and unforgiving mountains.,1
"Far off, we hear a pair of thunderous booms, almost like the sound of a heartbeat.",1
"THUMP, THUMP.",1
BENEATH IT--,0
EXT.,5
ACHERON,5
NIGHT,5
MOVING,6
"Cresting over a set of peaks, a gorge is revealed below, and A city carved out of the purple granite of a mountainous gorge.",1
"Hundred-foot towers rise up, their pinnacles crafted to depict ANGRY, GOD-LIKE FACES.",1
"As we pass one of the faces, again we hear the sound of a thunderous heartbeat, now closer.",1
"THUMP, THUMP.",1
"We GLIDE DOWN past hundred foot high pillars of flames, towards the growing sounds of SCREAMING and WAILING.",1
ACHERONIAN WARRIORS,2
"The streets of Acheron are lined with thousands of SLAVES, young and old, chained together, toiling under the lash of their cruel masters, the Towering over the slaves, the warriors are a fearsome sight.",1
"Their armor, crafted from the bones of their defeated enemies, rises to a mask which covers much of their features.",1
Only the red irises of their eyes peer through.,1
That and their pitch black skin.,1
ACHERONIAN PYRAMID,2
"The slaves hobble down the main boulevard, their naked feet splashing in streams of BLOOD which flow from the Up ahead looms a colossal pyramid, surrounded in a semi- circle by five massive statues.",1
"As we grow closer the grotesque surface of the pyramid becomes clearer, one hewn from cracked bone and empty sockets.",1
The thunderous heartbeat seems all around us now.,1
"THUMP, THUMP.",1
The three hundred foot high edifice is made ENTIRELY OF THOUSANDS OF HUMAN SKULLS.,1
"Many of the skulls still drip with blood, pouring down from the pyramid's crest, where stands A BLACK THRONE Images of snakes gorging themselves on hapless victims are carved in bas relief into the throne's surface.",1
"Standing before the throne, surrounded by BLACK ROBED PRIESTS are a man and woman, mere shadows in the silhouette of torches.",1
The HEAD PRIEST and his ACOLYTE approach with TWO CROWNS.,1
"One is made of GOLD, the other of IRON.",1
The Gold crown goes on the head of the man.,1
"For the woman, the Iron crown is placed on her head.",1
"And suddenly, THUMP, THUMP.",1
"IRON SPIKES SHOOT OUT OF THE IRON CROWN PIERCING THE WOMAN'S FOREHEAD, HER SCREAMS ECHOES THROUGHOUT THE CITY.",1
Blood streams down the woman's face as she turns toward the torchlight.,1
IT IS TAMARA.,1
CUT TO:,0
EXT.,5
CAMPFIRE,5
NIGHT,6
"Tamara leaps up, startled.",1
"Her face is covered in sweat, her eyes as terrified as the victim from her dream.",1
Nearby we hear screaming of another type.,1
Remo.,1
EXT.,5
OPEN FIELD,5
NIGHT,6
MUFFLED SCREAMS.,1
"We pull out of Remo's wide mouth, stuffed with cloth, trying to bellow in uncontrollable agony.",1
A hand comes in and pulls out the cloth.,1
It's Conan.,1
REMO,2
Please!,3
Mercy!,3
CONAN,2
You are more fit to inflict torture than to endure it.,3
Your life is not nailed to your spine as my peoples are.,3
"We PULL OUT, revealing that Remo arms are spread-eagle, attached to ropes pulled taught by opposing tree limbs.",1
Conan nudges him with the point of his sword.,1
"Remo SCREAMS in agony, then speaks in his savage, broken dialect.",1
REMO,2
Stop!,3
Stop!,3
I know how make you rich!,3
Rich!,3
You hear name Khalar Singh?,3
You have what he want.,3
"The girl, yes?",3
Khalar give you anything for her.,3
CONAN,2
More!,3
Why would he?,3
"Remo pauses, not wanting to answer.",1
Conan put the blade back to Remo's neck.,1
REMO,2
She could be the one.,3
CONAN,2
One what?,3
REMO,2
The one.,3
The Queen.,3
"Conan's mind races, remembering Khalar's words from long ago.",1
CONAN,2
A queen in hiding.,3
REMO,2
Yes!,3
Yes!,3
I sent to find her.,3
Bring her.,3
"He wait for me now, at Great Wall.",3
He pay you anything.,3
CONAN,2
More!,3
So I should ransom her to your master?,3
"Not exactly loyal -- but still, a good idea.",3
Conan pulls out a sheet of handwritten paper from Remo's tunic.,1
CONAN,2
You'll help me deliver it.,3
EXT.,5
GREAT WALL,5
NIGHT,6
"Torchlight dots the heights of a fifty-foot high stone wall, erected between giant rock formations, an impassable barrier that runs countless miles.",1
The wreckage of old siege equipment dots the hillside before the wall.,1
EXT.,5
CATAPULT,5
NIGHT,6
An aging catapult looks down upon the wall below.,1
"Slowly, it begins to turn.",1
Conan pushes the catapult until it aims towards the Great Wall.,1
"We hear MUFFLED SCREAMS, and find Remo tied to a boulder cradled in the catapult.",1
Conan pulls the gag out of Remo's mouth.,1
REMO,2
Please!,3
Please!,3
I help you!,3
I do anything you wish!,3
Conan stuffs a parchment in his mouth.,1
He takes out his sword and cuts another NOTCH into his arm.,1
CONAN,2
Good.,3
Die.,3
He then cuts the rope and WHOOSH!,1
The catapult fires tossing Remo and the rock he's tied to high into the night sky.,1
EXT.,5
GREAT WALL,5
NIGHT,6
BOOM!,1
Patrolling SOLDIERS are crushed beneath the massive rock as it reduces a section of wall to rubble.,1
CUT TO:,0
KHALAR,2
Stares down at Remo's broken body.,1
Ukafa and Fariq stand beside him.,1
KHALAR SINGH,2
He brought a message?,3
Ukafa hands him the bloodied parchment.,1
Khalar reads it.,1
KHALAR SINGH,2
"Gold, for the girl.",3
"A ransom, for me to deliver in person.",3
UKAFA,2
I'll find them -- and come back with their heads.,3
FARIQ,2
"You let the girl escape once, Ukafa.",3
What makes you think you can do better now?,3
UKAFA,2
I did what?,3
FARIQ,2
I found the monastery.,3
Ukafa's anger grows.,1
KHALAR SINGH,2
It was my understanding that you were in charge of its capture -- Enough!,3
We will take no chances.,3
"We will pay this thief what he wants, and more.",3
EXT.,5
BRIDGE TO NOWHERE,5
NIGHT,6
"Conan returns from the nearby hills, carrying a pair of rabbits he's hunted and skinned.",1
"He looks around, surprised not to find Tamara.",1
He hears a yelp from nearby and walks to a dirt path beyond the clearing.,1
TAMARA,2
"She's tied up and gagged and she's wormed her way this far, muddying and scraping herself all along the way.",1
She lets out a frustrated grunt as Conan simply picks her back up and carries her back to the outcropping.,1
He pulls the gag from her mouth and drops a skinned rabbit at her feet.,1
CONAN,2
Here.,3
Eat.,3
"Tamara squirms away from the carcass, disgusted.",1
TAMARA,2
Couldn't you at least cook it first?,3
CONAN,2
Fire draws attention.,3
"Conan tears into his rabbit, chewing on the raw meat.",1
TAMARA,2
"Does it bother you, blood on your hands?",3
CONAN,2
The only blood on these hands I claimed with my own sword.,3
TAMARA,2
What does that mean?,3
CONAN,2
Clean hands mean nothing.,3
"Kings and Queens claim more lives than I will ever meet, and not a drop is spilled in their presence.",3
TAMARA,2
What are you talking about?,3
I've done no harm to you.,3
I've done no harm to anyone.,3
"Conan confronts her, enraged.",1
CONAN,2
You lie.,3
You are the very reason my people are dead.,3
TAMARA,2
Are you mad?,3
