sentence,label
EXT.,5
PORT ROYAL - TOWN - ALLEY,5
DAY,6
"The fog creeps through, casting an eerie twilight pall.",1
An armed search party moves along the street.,1
They glance down an alley- On the far side is another search party.,1
"The men nod to each other, continue on.",1
"A moment, and then Jack drops from his hiding place beneath the eaves of a building.",1
He still wears the manacles.,1
"Across the street is a shop with barn doors, a pass-thru door set in the middle.",1
Above is a sign with a black anvil.,1
INT.,5
BLACKSMITH'S FORGE,5
DAY,6
"Jack slips in through the door, takes a look around: No windows.",1
"The forge is dark, lit by lanterns.",1
"Work-in- progress is scattered about: wagon wheels, wrought iron gates, pipes even a cannon with a crack in it.",1
But every tool is in place; the workbench is tidy and neat.,1
"Jack is startled by a noise: MISTER BROWN, in a blacksmith's apron, snores in the corner, cradling a bottle.",1
Jack gives him a hard poke.,1
Another.,1
"Brown snorts, turns away.",1
"Satisfied, Jack sheathes his sword, takes a short-handled sledge from its place on the wall.",1
Moves to the glowing coke furnace in the middle of the room.,1
"Slowly... he holds his right hand over the furnace, the chain down in the embers.",1
The chain begins to GLOW.,1
"Jack sweats, grimaces at the pain - Moving quickly, he wraps the chain around the nose of an anvil, brings the sledge down with a fast, hard stroke on the glowing links.",1
One SHATTERS.,1
"Jack drops the sledge, plunges his manacled hand in a bucket of water.",1
Steam billows.,1
"Jack pulls his hand out, flexes it.",1
Blisters form beneath the manacle but his hands are free.,1
The SOUND of the latch on the door -- Jack dives for cover.,1
"Will enters the forge, shuts the door behind him.",1
Spots the drunken Mister Brown in the corner.,1
WILL,2
Right where I left you.,3
Something catches his eye: an empty peg on the wall.,1
The sledge lying beside the anvil.,1
WILL,2
(under his breath),4
Not where I left you.,3
He moves casually toward the sledge.,1
Then grabs for it but the flat of a sword blade slaps his hand.,1
Will jumps back.,1
"Jack stands there, sword leveled at Will.",1
"He backs Will up, toward the door.",1
Will glares at him.,1
WILL,2
(voice low and tight),4
You're the one they're hunting.,3
The pirate.,3
"Jack acknowledges it with a tip of his head ... then frowns, regards Will.",1
JACK,2
You look familiar ... Have I ever threatened you before?,3
WILL,2
I've made a point of avoiding familiarity with pirates.,3
JACK,2
Ah.,3
Then it would be a shame to put a black mark on your record.,3
So if you'll excuse me ...,3
"Beside the door is a grindstone, a sword resting in the honing guide.",1
"Before Jack can react, Will has it in hand.",1
JACK,2
"Do you think this is wise, boy?",3
Crossing blades with a pirate?,3
WILL,2
You threatened Miss Swann.,3
JACK,2
Only a little.,3
"In response, Will assumes an en garde position.",1
"Jack appraises him, unhappy to see Will knows what he's doing.",1
Jack attacks.,1
"The two men stand in one place, trading feints, thrusts and parries with lightning speed, almost impossible to follow.",1
Will has no trouble matching Jack.,1
JACK,2
"You know what you're doing, I'll give you that ...",3
Excellent form ...,3
But how's your footwork?,3
If I step here -,3
He takes a step around an imaginary circle.,1
"Will steps the other way, maintaining his relationship to Jack.",1
JACK,2
Very good!,3
"And if I step again, you step again.",3
(continuing to step,4
around the circle),4
"And so we circle, circle, like dogs we circle.",3
They are now exactly opposite their initial positions.,1
JACK,2
Ta!,3
"Jack turns and heads for the door, now directly behind him.",1
"Will registers angry surprise and then with a vicious overhand motion, he throws his sword the sword buries itself into the door, just above the latch, barely missing Jack.",1
"Jack registers it, then pulls on the latch, but it won't move up the sword is in the way.",1
Jack rattles the latch.,1
Tugs on the sword a few times it is really stuck in there.,1
"Jack mouths a curse, but when he turns back to Will, he's smiling.",1
JACK,2
That's a good trick.,3
"Except, once again, you are between me and the way out.",3
(points his sword at the,4
back door),4
And now you have no weapon.,3
"Eyes on Jack, Will simply picks up a new sword from an anvil.",1
Jack slumps in dismay but then leaps forward.,1
Will and Jack duel.,1
Their blades flash and ring.,1
"Suddenly, Jack swings the chain still manacled to his left hand at Will's head.",1
"Will ducks it, comes up wide-eyed.",1
"Then Jack's chain smashes across Will's sword, disarming him.",1
Will quickly picks up another sword.,1
"Jack becomes aware that the entire room is filled with bladed weapons: swords, knives, boarding axes in various stages of completion.",1
JACK,2
Who makes all these?,3
WILL,2
I do.,3
And I practice with them.,3
At least three hours a day.,3
JACK,2
You need to find yourself a girl.,3
(Will sets his jaw),4
Or maybe the reason you practice three hours a day is you've found one but can't get her?,3
A direct hit and Will coils even more tightly with anger.,1
WILL,2
No.,3
I practice three hours a day so that when I meet a pirate ...,3
I can kill him.,3
"He explodes: kicks a rack, causing a sword to fall into his hand; uses his foot to bring his dropped sword into the air, catches it and attacks Jack, both blades flashing.",1
Jack parries with sword and chain.,1
"Jack's chain wraps around Will's sword; Will twists the handle of his guard through a link, and stabs the sword up into the ceiling - So Jack's manacled left arm is now suspended from the ceiling.",1
Not good.,1
"He parries using one hand, twisting and dodging around the furnace - Jack compresses the bellows, blowing a SHOWER OF SPARKS into Will's face.",1
"Jack grabs the chain, hoists himself up, kicks with his feet, knocking Will back.",1
"Jack uses his full weight, yanks the sword from the ceiling.",1
"Hurls a wooden mallet at Will, then a second, hitting Will on the wrist.",1
"Will drops his sword, falls down, gets up - Jack's pistol is aimed directly between Will's eyes.",1
"Will steps back, directly in front of the back exit.",1
"Glares, rubs his wrist gingerly.",1
WILL,2
You cheated.,3
JACK,2
(smiles; what do you expect?),4
Pirate.,3
Jack steps forward.,1
"Will steps back, fully blocking the door.",1
JACK,2
Move away.,3
WILL,2
No.,3
JACK,2
Move!,3
WILL,2
No.,3
I can not just step aside and let you escape.,3
Jack cocks the pistol.,1
Will stares back.,1
The stand-off lasts for a long moment.,1
JACK,2
"You're lucky, boy this shot's not meant for you.",3
Jack uncocks the pistol.,1
"Will is surprised, reassesses Jack",1
-,0
"Suddenly, Mister Brown SLAMS his bottle against Jack's skull.",1
Jack crumples to the ground.,1
"The front and back doors smash open, and SAILORS fill the room.",1
"Norrington pushes forward, sees Jack on the ground.",1
NORRINGTON,2
"Excellent work, Mister Brown.",3
You've aided in the capture of a dangerous fugitive.,3
BROWN,2
Just doing my civic duty.,3
Jack groans.,1
"Norrington stands over him, smiles.",1
NORRINGTON,2
I believe you will always remember this as the day Captain Jack Sparrow almost escaped.,3
Norrington's men haul Jack away.,1
Will watches them go.,1
Brown looks at his bottle broken.,1
BROWN,2
That ratter broke my bottle.,3
EXT.,5
PORT ROYAL,5
NIGHT,6
"The thick fog blankets the entire bay now, and the town.",1
"The only structure visible is Fort Charles, high on the bluff, like a tall ship sailing a sea of grey.",1
Above the Fort is a clear black sky sprinkled with stars.,1
"A waxing moon shines, giving both Fort and fog an eerie glow.",1
"ANGLE - FORT CHARLES,",5
"just below the stone parapets of the fort, visible briefly deep in the fog, like a shark fin slicing through the water: the TOPMAST of a ship, BLACK SAILS billowing.",1
Flying from the mast is a flag with white Aztec skull.,1
The Black Pearl has come to Port Royal.,1
INT.,5
GOVERNOR'S MANSION - ELIZABETH'S BEDROOM,5
NIGHT,6
"A maid removes a bed warmer from the fireplace, slides it between the sheets at the end of Elizabeth's bed.",1
ELIZABETH,2
Nice and toasty.,3
"Thank you, Estrellia.",3
"The maid nods, exits.",1
"Elizabeth opens a book, begins reading, toying absently with the medallion chain around her neck.",1
The lamp flame begins to diminish.,1
Elizabeth tries to turn it up.,1
No good.,1
"The flame goes out, and the room is black.",1
INT.,5
BLACKSMITH'S FORGE,5
NIGHT,6
"Will, shirtless, wearing a leather apron, heats an iron ingot at the furnace, hammers it flat he stops.",1
His attention is drawn to the window.,1
He opens the shutter and peers out nothing but fog.,1
"Almost without noticing, he reaches for a boarding axe hanging on the wall.",1
Takes it down; it has a satisfying weight in his hands.,1
INT.,5
CELL BLOCK,5
NIGHT,6
"CLOSE ON: A mutt of a dog, holding a ring of keys in his mouth.",1
Three seedy-looking prisoners try to coax the dog to their cell door.,1
One holds a loop of rope; another waggles a bone.,1
The dog just sits and cocks its head.,1
PRISONER,2
"Come here, boy... Want a nice, juicy bone?",3
"In an adjoining cell, Jack lies on a pile of straw.",1
JACK,2
"You can keep doing that forever, that dog's never going to move.",3
PRISONER,2
Excuse us if we ain't resigned ourselves to the gallows just yet.,3
EXT.,5
FORT CHARLES - PARAPETS,5
NIGHT,6
A noose hangs from a gallows in the courtyard.,1
Norrington and Swann walk along the far wall.,1
SWANN,2
Has my daughter given you an answer yet?,3
NORRINGTON,2
No.,3
She hasn't.,3
SWANN,2
"Well, she had a taxing day... Ghastly weather tonight.",3
NORRINGTON,2
Bleak.,3
Very bleak.,3
"From the distance, there is a BOOM -",1
SWANN,2
What was that?,3
and then the WHISTLE of an incoming ball,1
NORRINGTON,2
Cannon fire!,3
He tackles Swann as the wall of the parapet EXPLODES --,1
INT.,5
CELL BLOCK,5
NIGHT,6
Jack sits up.,1
There are more BOOMS -,1
JACK,2
I know those guns!,3
He peers out through the bars of the window.,1
The other prisoners crowd around their window as well.,1
JACK,2
It's the Black Pearl.,3
PRISONER,2
(frightened),4
The Black Pearl?,3
I've heard stories ... she's been preying on ships and settlements for near ten years ... and never leaves any survivors.,3
JACK,2
There are a lot of stories about the Black Pearl.,3
EXT.,5
PORT ROYAL - HARBOR,5
NIGHT,6
The Black Pearl still cannot be seen but the fog lights up around her with each boom of her guns.,1
"She's firing on both sides now, hammering both the fort and the town.",1
EXT.,5
PORT ROYAL - TOWN,5
NIGHT,6
"Streets, buildings, docks and ships shatter and explode beneath the onslaught.",1
"Villagers panic, run for cover, dodge flying debris as best they can.",1
"If this is not hell on earth, then it's about to be long boats emerge out of the fog, carrying ARMED PIRATES.",1
"They swarm from the boats, striking down ,villagers indiscriminately and setting fires.",1
INT.,5
BLACKSMITH'S FORGE,5
NIGHT,6
Will slips the boarding axe into his belt at the small of his back.,1
"He puts a dirk in his belt, then a second and a third.",1
He picks up a second axe and a sword.,1
"Will slides back the doors of the forge -- A woman runs past, chased by a ONE-ARMED PIRATE wearing a yellow bandeau.",1
"Will backhands the axe square into his chest, a deadly blow.",1
"Will heads out, up the street --",1
EXT.,5
FORT CHARLES - PARAPETS,5
NIGHT,6
The moon is obscured by smoke rising from the burning gallows and wooden roofs.,1
"Cannon fire continues to rain down, but the fort's own cannons now return fire.",1
NORRINGTON,2
Governor!,3
Barricade yourself in my office!,3
(Swann hesitates),4
That's an order!,3
"Swann turns to go but finds himself face-to-face with a pirate KOEHLER, a handsome blond man with gold earrings.",1
"Beyond Koehler, more pirates come up over the far wall.",1
Koehler grins and raises a cutlass - -- Norrington's sword blocks Koehler's slash.,1
NORRINGTON,2
They've flanked us!,3
Men!,3
Swords and pistols!,3
The battle is joined -- INT.,1
"GOVERNOR'S MANSION - ELIZABETH f S BEDROOM - NIGHT Elizabeth looks out a window at the scene below: even through the fog, multiple fires are visible, and ships burn in the harbor.",1
Shouts and cries of pain.,1
Cannon fire,1
ECHOES.,5
"She notices movement directly below her window: two SHADOWY FIGURES, approaching the house pirates.",1
Elizabeth bolts from her room--,1
INT.,5
SECOND FLOOR HALLWAY,5
NIGHT,6
"She reaches the railing overlooking the foyer, and cries out, just as the butler opens the door too late; there is the BOOM of a gun, and the butler crumples.",1
"Elizabeth ducks down in horror, peering through the balusters.",1
"The pirates scan the foyer, searching.",1
"The leader is PINTEL, a sallow-looking pirate with a bald head.",1
"Suddenly Pintel looks up, and locks eyes with Elizabeth.",1
How could he know she was there?,1
PINTEL,2
Up there!,3
The pirates rush for the stairs.,1
Elizabeth scrambles back into the nearest room--,1
INT.,5
SITTING ROOM,5
NIGHT,6
"Elizabeth shuts the door, locks it, listens as the pirates pound up the stairs --",1
ESTRELLA,2
Miss Elizabeth?,3
Elizabeth jumps.,1
"Estrella is right behind her, terrified.",1
They whisper:,1
ESTRELLA,2
"Are they come to kidnap you, miss?",3
The daughter of the governor would be very valuable.,3
Elizabeth realizes she's right.,1
There is the SLAM of a body against the door.,1
ELIZABETH,2
"Listen, Estrella they haven't seen you.",3
"Hide, and first chance, run for the fort .",3
Estrella nods.,1
Another SLAM at the door it gives a bit -,1
-,0
"Elizabeth shoves Estrella into the corner, between a tall wardrobe and the wall.",1
Dashes for the side door.,1
"When the door smashes inward, it slams into the wardrobe, and the maid cannot be seen.",1
"The pirates run in spot the open side door, and run for it",1
INT.,5
ELIZABETH'S BEDROOM,5
NIGHT,6
"Pintel is the first through, and gets the pan of the bed warmer in the face for his trouble he staggers back, holding his nose",1
INT.,5
SITIING ROOM,5
NIGHT,6
"Estrella breaks cover, runs for the hall, unnoticed.",1
INT.,5
ELIZABETH'S BEDROOM,5
NIGHT,6
"Elizabeth swings the bed warmer at the second pirate, but he catches it by the handle Elizabeth can't jerk it free, so she wrenches it over the pan lid swings down, BANGING the second pirate hot coals spill on his head, sizzling.",1
Elizabeth dashes for the hallway stairs -,1
INT.,5
SECOND FLOOR HALLWAY/FOYER - CONTINUOUS,5
NIGHT,6
"The pirates burst from the bedroom -- Pintel goes for the stairs, but the second pirate vaults the handrail -- Estrella registers the butler's body, but continues out the still-open front door at a dead run.",1
Elizabeth follows -- The second pirate lands between Elizabeth and the front door.,1
"His face is BURNED, his hair SMOLDERS he reaches -",1
-,0
"Elizabeth pulls up short, runs the other way Pintel, on the stairs, grabs her by the hair Elizabeth doesn't slow she spins, grabs Pintel's arm with both hands and pulls him hard, belly-first, into the cap of the newel post he lets go of her hair Elizabeth keeps going",1
INT.,5
DINING ROOM,5
NIGHT,6
"Elizabeth slams the double doors shut, throws the bolts.",1
The interior shutters are closed over the windows.,1
Above the fireplace are two crossed swords.,1
Elizabeth climbs on the firebox; she grabs one of the swords by the hilt and pulls but it won't come free.,1
Both swords are securely attached to the wall.,1
Damn!,1
"A SMASH from the doors the pirates are relentless - On the table is a platter with fruit, cheese and bread.",1
"Elizabeth grabs the knife from the platter - Like any bread knife, it has a round point.",1
Elizabeth jabs it into her palm it's useless as a weapon.,1
Double damn!,1
The blade of a boarding axe breaches the door the pirates will be through soon Elizabeth looks around -,1
INT.,5
FIRST FLOOR HALLWAY,5
NIGHT,6
The doors give way; the pirates charge through -,1
INT.,5
DINING ROOM - CONTINUOUS,5
NIGHT,6
Empty.,1
Elizabeth nowhere to be seen.,1
"Pintel and Smoldering Pirate search, under the table, behind draperies.",1
PINTEL,2
"We know you're here, poppet.",3
Come out and we promise we won't hurt you.,3
Smoldering pirate gives him look he wants to hurt her plenty.,1
"Pintel shakes his head: 'Don't worry, I'm lying.'",1
PINTEL,2
"We will find you, poppet ... You've got something of ours, and it calls to us!",3
INT.,5
DUMBWAITER,5
NIGHT,6
"Elizabeth hides in the dumbwaiter box, wrapped around the double pulley ropes that go through the center.",1
PINTEL,2
The gold calls to us!,3
"Elizabeth registers that she pulls out the medallion, rubs the gold with her thumb.",1
This is their objective.,1
Light spills into the- box through gaps in the top as the door above is slid open -- Elizabeth looks up through the gaps - Pintel leers down at her.,1
PINTEL,2
"Hello, poppet.",3
Elizabeth works the ropes to lower the box.,1
"Pintel pulls the other way; he's stronger, and the box rises.",1
Elizabeth tries to stop it wraps her left forearm through the rope and lets it jam against the top of the box.,1
"Elizabeth gasps at the pain, but the box stops.",1
She saws at the rope with the bread knife.,1
"Smoldering pirate helps pull the rope, crushing Elizabeth's forearm.",1
"Tears of pain on her face, she keeps sawing - The rope parts, and the dumbwaiter box PLUMMETS -",1
INT.,5
KITCHEN,5
NIGHT,6
"From behind the door of the dumbwaiter comes a CRASH, and a cloud of dust.",1
"The door slides open, and Elizabeth clambers out.",1
"Her head is cut, she is streaked with dirt, and can barely stand.",1
"She leans over the table, trying to recover.",1
The sound of running FOOTSTEPS gets louder ...,1
ELIZABETH,2
"Please, no ...",3
Elizabeth touches the chain of the medallion ... and a desperate idea occurs to her.,1
The pirates burst through the door.,1
"Elizabeth backs away, holds the bread knife out to ward them off.",1
"They come around either side of the table, stalking her -",1
ELIZABETH,2
(gasps it out),4
Par.,3
.. Parlay!,3
Pintel can't believe his ears.,1
PINTEL,2
What?,3
ELIZABETH,2
Parlay!,3
I invoke the right of parlay!,3
"According to"" the Code of the Brethren, set down by the pirates Morgan and Bartholomew, you must take me to your Captain!",3
PINTEL,2
I know the code.,3
ELIZABETH,2
"If an adversary demands parley, you can do them no harm until the parlay is complete.",3
PINTEL,2
"It would appear, so do you.",3
SMOLDERING PIRATE,2
To blazes with the code!,3
"He steps forward, dirk drawn -- Pintel stops him.",1
PINTEL,2
"She wants to be taken to the Captain, and she'll go without a fuss.",3
He looks to Elizabeth: 'right?',1
Elizabeth nods.,1
PINTEL,2
We must honor the code.,3
"Smoldering Pirate concedes the point, sheaths his dirk.",1
He grabs Elizabeth roughly by the arm -,1
EXT.,5
PORT ROYAL - STREET,5
NIGHT,6
"Will races along, momentarily free of the pirates.",1
He spots the Governor's Mansion in the distance.,1
"There are FIGURES moving away from it -- Elizabeth, forced by the two pirates.",1
"Will hurries forward - Suddenly a PIRATE jumps out from the shadows, slashes; Will defends himself.",1
The pirate has one arm and wears a yellow bandana.,1
Will hesitates didn't he already kill this guy?,1
"The hesitation is just enough for another PIRATE, swinging a flaming torch, to SLAM Will in the head from behind.",1
Will crumples.,1
"The pirate lights a second torch, hands it to One-arm; they hoot with delight and head off, setting fires as they go.",1
"On the ground, Will doesn't move.",1
INT.,5
FORT CHARLES - CELL BLOCK,5
NIGHT,6
The wall of the cells EXPLODES inward.,1
Jack pulls himself out from under rubble.,1
Moonlight spills in through the gaping hole created by the cannon ball.,1
Beyond it: freedom.,1
But it is centered on the other cell.,1
The part of Jack's cell that is gone is too small for a man to slip through.,1
PRISIONER,2
Praise be!,3
He and the other two scramble through.,1
PRISONER,2
(back to Jack),4
"My sympathies, friend you've no manner of luck at all!",3
"The three descend the rocks beyond, disappearing from view.",1
Jack is alone.,1
"Cannon fire continues, occasional hits shaking the fort.",1
"The dog cowers under a long bench, key ring still in his mouth.",1
"Jack sighs resigned, he picks up the bone from the other cell, and tries coax the dog forward.",1
JACK,2
"It's all right, doggie ... come here,",3
boy.,1
"Come here, Spot.",1
Rover.,1
Fido?,1
"To his surprise, the dog crawls out from under the bench.",1
Jack continues to coax him closer.,1
"The key ring is nearly within Jack's reach suddenly, the dog's attention goes to the door into the cell block.",1
"He BRISTLES, GROWLS.",1
"He backs away from the door, whining.",1
JACK,2
"What's the matter, boy?",3
"The dog bolts, through the bars, into the cell, then out through the breached wall taking the keys with him.",1
The door to the cell block bursts open.,1
A pair of pirates step in: KOEHLER and TWIGG.,1
TWIGG,2
This isn't the armory.,3
"He turns to go, but Koehler has spotted Jack.",1
KOEHLER,2
(Dutch accent),4
"Well, well... Look what we have here, Twigg.",3
It's.,3
Captain Sparrow.,3
TWIGG,2
Huh.,3
"Last time I saw you, you were all alone on a God-forsaken island, shrinking into the distance.",3
"I'd heard you'd gotten off, but I didn't believe it.",3
KOEHLER,2
Did you sprout little wings and flyaway?,3
TWIGG,2
His fortunes aren't improved much.,3
The two laugh.,1
Jack doesn't.,1
"He steps forward, close to the bars.",1
This puts him in a spill of moonlight.,1
He is tight with fury.,1
JACK,2
Worry about your own fortunes.,3
The lowest circle of hell is reserved for betrayers ... and mutineers.,3
Koehler and Twigg don't like hearing that.,1
"Koehler lashes out, grabs Jack by the throat through the bars.",1
"Jack clutches the pirate's wrist, looks down - Where they enter the moonlight, Koehler's wrists and hands are skeletal.",1
Jack's eyes go wide he is holding a skeleton arm.,1
JACK,2
You are cursed.,3
"Koehler sneers, shoves Jack backwards, hard.",1
"Now out of the moonlight, his hand is normal.",1
"Jack stares, realizing -",1
JACK,2
The stories are true.,3
Koehler ushers Twigg toward the door.,1
Looks back.,1
KOEHLER,2
You know nothing of hell.,3
And then they're gone.,1
EXT.,5
PORT ROYAL,5
NIGHT,6
"Amid the thunder of cannon fire, a longboat slips through the fog.",1
Elizabeth sits in the prow.,1
Columns of water from cannon balls geyser up around the boat.,1
The fog parts.,1
"Elizabeth looks up to see -- The Black Pearl, a tall galleon, its black sails looming high above her.",1
"At the bow is an ornately carved figurehead of a beautiful woman, arm held high, a small bird taking wing from her outstretched hand.",1
The longboat makes for a pair of lines dangling from a winch.,1
EXT.,5
BLACK PEARL - MAIN DECK,5
NIGHT,6
Lit by lanterns; no moon is visible beneath the fog.,1
Smoke hangs heavy above the deck.,1
"Elizabeth's longboat is raised above the deck rail pirates spot her, and stare.",1
One polite fellow steps forward to offer his hand.,1
She takes it and steps down.,1
"She huddles, self-conscious in her nightgown and dressing robe.",1
BOSUN,2
I didn't know we was taking captives.,3
PINTEL,2
She's invoked the right of parlay... with Captain Barbossa.,3
"ON THE POOP DECK an imposing FIGURE in silhouette stands by the wheel, too far away to have heard Pintel's words.",1
But his head turns at the mention of his name.,1
The silhouetted figure moves toward the stairs.,1
"A cloud of SMOKE obscures him and then, as if he skipped the stairs, he strides out of the SMOKE on the main deck- This is BARBOSSA.",1
"Despite the bright colors of clothing, definitely not a man you'd want to meet in a dark alley or anywhere, for that matter.",1
"Elizabeth, more terrified than ever, cannot look away from his eyes.",1
But she musters her courage -,1
ELIZABETH,2
I am here to --,3
The Bosun SLAPS her.,1
BOSUN,2
You'll speak when spoken to!,3
His wrist is grabbed painfully by Barbossa.,1
BARBOSSA,2
And you'll not lay a hand on those under the protection of parlay!,3
BOSUN,2
"Aye, sir.",3
Barbossa releases him.,1
"Turns to Elizabeth, smiles it shows both silver and gold teeth.",1
BARBOSSA,2
"My apologies, miss.",3
"As you were saying, before you were so rudely interrupted?",3
ELIZABETH,2
Captain Barbossa ...,3
I have come to negotiate the cessation of hostilities against Port Royal.,3
Barbossa is both impressed and amused.,1
BARBOSSA,2
"There was a lot of long words in there, miss, and we're not but humble pirates.",3
What is it you want?,3
ELIZABETH,2
I want you to leave.,3
And never come back.,3
Barbossa and the pirates laugh.,1
BARBOSSA,2
I am disinclined to acquiesce to your request.,3
(helpfully),4
Means' No. ',3
ELIZABETH,2
Very well.,3
"She quickly slips the medallion off, darts to the side rail, dangles it over the side of the ship.",1
The pirates go quiet.,1
ELIZABETH,2
I'll drop it!,3
BARBOSSA,2
My holds are bursting with swag.,3
That bit of shine matters to me ... Why?,3
ELIZABETH,2
Because it's what you're searching for.,3
You've been searching for it for years.,3
I recognize this ship.,3
"I saw it eight years ago, when we made the crossing from England.",3
BARBOSSA,2
(interested),4
"Did you, now?",3
Elizabeth glares at him.,1
She's getting nowhere.,1
ELIZABETH,2
Fine.,3
"I suppose if this is worthless, there's no reason to keep it.",3
"She flips the medallion up, off her finger -",1
BARBOSSA,2
NO!,3
"She catches it by the chain, smiles at him triumphantly.",1
BARBOSSA,2
"You have a name, missy?",3
ELIZABETH,2
Elizabeth -,3
(stops herself from,4
"saying ""Swann""; then:)",4
Turner.,3
(embroidering),4
I'm a maid in the governor's household.,3
(curtsies),4
Barbossa reacts to the name Turner: it confirms what he has suspected.,3
The other pirates surreptitiously exchange glances and nods.,3
BARBOSSA,2
"You've got sand, for a maid.",3
ELIZABETH,2
(curtsies again),4
"Thank you, sir.",3
BARBOSSA,2
And how does a maid come to own a trinket such as that?,3
"A family heirloom, perhaps?",3
ELIZABETH,2
Of course.,3
(offended),4
"I didn't steal it, if that's what you mean.",3
BARBOSSA,2
"No, no, nothing like that.",3
(comes to a decision),4
Very well.,3
"You hand that over, we'll put your town to our rudder and ne'er return.",3
ELIZABETH,2
Can I trust you?,3
BARBOSSA,2
It's you who invoked the parlay!,3
"Believe me, Miss, you'd best hand it over, now... or these be the last friendly words you'll hear!",3
"Elizabeth hesitates, but she has no choice.",1
She holds out the medallion.,1
"He grabs it, clutches it in his fist like hope.",1
ELIZABETH,2
Our bargain.,3
?,3
Barbossa grins devilishly but then nods to the Bosun.,1
BOSUN,2
"Still the guns, and stow 'em!",3
"Signal the men, set the flags, and make good to clear port!",3
"For the first time since the attack began, the BOOMING of the guns ceases.",1
Elizabeth is surprised and relieved.,1
The pirates hustle to follow orders.,1
Barbossa turns away.,1
ELIZABETH,2
Wait!,3
You must return me to shore!,3
According to the rules of the Order of the Brethren -,3
Barbossa wheels on her.,1
BARBOSSA,2
First.,3
"Your return to shore was not part of our negotiations nor our agreement, and so I 'must' do nothing.",3
Secondly: you must be a pirate for the pirate's code to apply.,3
And you're not.,3
And thirdly...,3
the code is more what you'd call guidelines than actual rules.,1
"(grins gold and silver) Welcome aboard the Black Pearl, Miss Turner.",1
Elizabeth stares in speechless terror -,1
EXT.,5
PORT ROYAL - HARBOR,5
PRE DAWN,6
"As the Black Pearl turns out to sea, Elizabeth is led back along the deck to the captain's cabin.",1
"The fog starts to dissipate, turning to a light mist; through it, the Black Pearl makes for the scarlet glow of dawn.",1
EXT.,5
PORT ROYAL - STREET,5
PRE DAWN,6
"Will comes to, still where he fell, gets to his feet.",1
He takes in the devastation of Port Royal: the harbor is dotted with burning and sunken ships; buildings are razed and still smolder.,1
The aftermath of hell on earth.,1
"Will turns, and runs for the Governor's Mansion.",1
INT.,5
GOVERNOR'S MANSION,5
MORNING,6
"Will races past the smashed doors, into the foyer.",1
Calls out:,1
WILL,2
Miss Swann!,3
Elizabeth!,3
A terrible silence answers him.,1
"He spots an overturned chair, fallen bookshelf -",1
INT.,5
FORT CHARLES - NORRINGTON'S OFFICE,5
MORNING,6
"Will bursts in, still armed with sword and boarding axe.",1
WILL,2
They've taken her!,3
They've taken Elizabeth!,3
"A group stares at him: Swann, Norrington, and Gillette among others, gathered around a map.",1
"The map is so large it drapes over the Governor's desk, the far end supported by a chair.",1
NORRINGTON,2
We're aware of the situation.,3
WILL,2
We have to hunt them down and save her!,3
Swann's worry has made him short-tempered.,1
SWANN,2
Where do you propose we start?,3
"If you have any information that concerns my daughter, then share it!",3
"If anyone does, tell me!",3
(Will is silent),4
"Leave, Mr. Turner.",3
Murtogg has remembered something.,1
He ventures it warily:,1
MURTOGG,2
That Jack Sparrow... he talked about the Black Pearl.,3
MULLROY,2
"Mentioned it, is more what he did.",3
MURTOGG,2
Still --,3
WILL,2
We can ask him where it is maybe he can lead us to it!,3
SWANN,2
That pirate tried to kill my daughter.,3
We could never trust a word he said!,3
WILL,2
We could strike a bargain -,3
NORRINGTON,2
No.,3
The pirates who invaded this fort left Sparrow locked in his cell.,3
"Ergo, he is not their ally, and therefore of no value.",3
(through with Will),4
"We will determine their most likely course, and launch a search mission that sails with the tide.",3
"Will slams the boarding axe into the desk, through the map.",1
WILL,2
That's not good enough.,3
This is Elizabeth's life!,3
"Norrington is quick to react; he throws a strong arm across Will's back, and guides him roughly to the door.",1
NORRINGTON,2
"Mr. Turner, this is not the time for rash actions.",3
(low),4
Do not make the mistake of thinking you are the only man here who loves Elizabeth.,3
(firm),4
"Now, go home.",3
"He opens the door, and then turns away.",1
Will watches him walk back to the desk.,1
"Will's face sets in resolve, and he leaves.",1
INT.,5
FORT CHARLES - JAIL CELLS,5
MORNING,6
"Jack strains, trying to budge one of the bars.",1
"Even with the damage from the cannon ball, it won't move.",1
"He hears the sound of the door latch - The door opens, and Will slips in.",1
Looks around.,1
"Jack lounges on the floor of his cell, apparently relaxed and unconcerned.",1
Will marches straight up to the bars.,1
WILL,2
Are you familiar with that ship?,3
The Black Pearl?,3
JACK,2
Somewhat.,3
WILL,2
Where does it make berth?,3
JACK,2
Surely you've heard the stories?,3
The Black Pearl sails from the dreaded Isla de Mureta... an island that cannot be found except by those who already know where it is.,3
WILL,2
The ship's real enough.,3
So its anchorage must be a real place.,3
Where is it?,3
JACK,2
Why ask me?,3
WILL,2
Because you're a pirate.,3
JACK,2
And you want to turn pirate yourself?,3
WILL,2
Never.,3
(beat),4
They took Miss Swann.,3
JACK,2
(he was right),4
So it is that you found a girl.,3
"Well, if you're intending to brave all and hasten to her rescue and so win fair lady's heart, you'll have to do it alone.",3
I see no profit in it for me.,3
Will slams his fist against the bars in frustration.,1
Jack is surprised at the outburst.,1
Will thinks ... makes a decision.,1
WILL,2
I can get you out of here.,3
JACK,2
How?,3
The key's run off.,3
WILL,2
(examines the cell),4
I helped build these cells.,3
Those are hook-and-ring hinges.,3
